"EID","TYPECODE","FBDATE","SXENDDATE"
"s481057","217001","2014年08月",""
"s481057","215367","2014年08月",""
"s481057","218090","2014年08月",""
"s481057","216798","2014年08月",""
"s481057","220723","2014年08月",""
"s481057","218858","2014年08月",""
"s481057","222822","2014年08月",""
"s481057","222912","2014年08月",""
"s481057","220684","2014年08月",""
"s481057","218105","2014年08月",""
"s481057","218304","2014年08月",""
"s481057","220192","2014年08月",""
"s481057","218892","2014年08月",""
"s481057","222901","2014年08月",""
"s481057","222721","2014年08月",""
"s481057","219631","2014年08月",""
"s481057","219536","2014年08月",""
"s481057","219593","2014年08月",""
"s481057","218769","2014年08月",""
"s481057","223018","2014年08月",""
"s481057","222544","2014年08月",""
"s481057","218492","2014年08月",""
"s481057","218056","2014年08月",""
"s481057","222553","2014年08月",""
"s481057","219090","2014年08月",""
"s481057","219515","2014年08月",""
"s481057","218450","2014年08月",""
"s481057","215161","2014年08月",""
"s481057","219106","2014年08月",""
"s481057","220798","2014年08月",""
"s481057","222795","2014年08月",""
"s481057","230104","2014年08月",""
"s481057","222548","2014年08月",""
"s481057","219130","2014年08月",""
"s481057","219157","2014年08月",""
"s481057","220740","2014年08月",""
"s481057","219418","2014年08月",""
"s481057","218822","2014年08月",""
"s481057","222530","2014年08月",""
"s481057","215395","2014年08月",""
"s481057","218830","2014年08月",""
"s481057","219430","2014年08月",""
"s481057","219619","2014年08月",""
"s481057","222670","2014年08月",""
"s481057","218678","2014年08月",""
"s481057","218961","2014年08月",""
"s481057","219475","2014年08月",""
"s481057","219378","2014年08月",""
"s481057","222513","2014年08月",""
"s481057","222519","2014年08月",""
"s481057","222538","2014年08月",""
"s481057","222570","2014年08月",""
"s481057","219589","2014年08月",""
"s481057","222713","2014年08月",""
"s481057","219553","2014年08月",""
"s481057","220135","2014年08月",""
"s481057","223074","2014年08月",""
"s481057","215416","2014年08月",""
"s481057","219352","2014年08月",""
"s481057","219116","2014年08月",""
"s481057","217577","2014年08月",""
"s481057","218735","2014年08月",""
"s481057","218988","2014年08月",""
"s481057","217080","2014年08月",""
"s481057","216938","2014年08月",""
"s481057","216370","2014年08月",""
"s481057","217041","2014年08月",""
"s481057","222947","2014年08月",""
"s481057","216362","2014年08月",""
"s481057","221476","2014年08月",""
"s481057","220914","2014年08月",""
"s481057","215339","2014年08月",""
"s481057","218079","2014年08月",""
"s481057","215315","2014年08月",""
"s481057","220579","2014年08月",""
"s481057","220378","2014年08月",""
"s481057","227382","2014年08月",""
"s481057","220386","2014年08月",""
"s481057","220907","2014年08月",""
"s481057","216402","2014年08月",""
"s481057","220205","2014年08月",""
"s481057","214981","2014年08月",""
"s481057","220312","2014年08月",""
"s481057","220399","2014年08月",""
"s481057","220217","2014年08月",""
"s481057","218179","2014年08月",""
"s481057","218296","2014年08月",""
"s481057","215072","2014年08月",""
"s481057","215436","2014年08月",""
"s481057","215384","2014年08月",""
"s481057","220595","2014年08月",""
"s481057","215288","2014年08月",""
"s481057","218275","2014年08月",""
"s481057","215420","2014年08月",""
"s481057","215346","2014年08月",""
"s481057","216578","2014年08月",""
"s481057","216725","2014年08月",""
"s481057","220837","2014年08月",""
"s481057","217513","2014年08月",""
"s481057","217522","2014年08月",""
"s481057","216386","2014年08月",""
"s481057","215334","2014年08月",""
"s481057","215278","2014年08月",""
"s481057","215268","2014年08月",""
"s481057","215250","2014年08月",""
"s481057","215412","2014年08月",""
"s481057","215324","2014年08月",""
"s481057","217547","2014年08月",""
"s481057","222687","2014年08月",""
"s481057","216345","2014年08月",""
"s481057","215473","2014年08月",""
"s481057","217023","2014年08月",""
"s481057","216412","2014年08月",""
"s481057","215075","2014年08月",""
"s481057","217012","2014年08月",""
"s481057","216973","2014年08月",""
"s481057","219025","2014年08月",""
"s481057","216962","2014年08月",""
"s481057","222701","2014年08月",""
"s481057","219411","2014年08月",""
"s481057","218849","2014年08月",""
"s481057","227467","2014年08月",""
"s481057","216987","2014年08月",""
"s481057","215411","2014年08月",""
"s481057","216649","2014年08月",""
"s481057","220222","2014年08月",""
"s481057","219126","2014年08月",""
"s481057","217062","2014年08月",""
"s481057","216715","2014年08月",""
"s481057","215430","2014年08月",""
"s481057","220913","2014年08月",""
"s481057","220571","2014年08月",""
"s481057","220449","2014年08月",""
"s481057","219177","2014年08月",""
"s481057","222946","2014年08月",""
"s481057","222864","2014年08月",""
"s481057","222344","2014年08月",""
"s481057","221594","2014年08月",""
"s481057","220198","2014年08月",""
"s481057","220908","2014年08月",""
"s481057","220731","2014年08月",""
"s481057","220776","2014年08月",""
"s481057","221575","2014年08月",""
"s481057","220699","2014年08月",""
"s481057","217052","2014年08月",""
"s481057","216356","2014年08月",""
"s481057","218209","2014年08月",""
"s481057","219211","2014年08月",""
"s481057","222951","2014年08月",""
"s481057","219060","2014年08月",""
"s481057","222675","2014年08月",""
"s481057","218067","2014年08月",""
"s481057","222879","2014年08月",""
"s481057","217589","2014年08月",""
"s481057","214994","2014年08月",""
"s481057","215375","2014年08月",""
"s481057","217034","2014年08月",""
"s481057","215229","2014年08月",""
"s481057","215299","2014年08月",""
"s481057","217555","2014年08月",""
"s481057","220247","2014年08月",""
"s481057","217069","2014年08月",""
"s481057","220215","2014年08月",""
"s481057","215307","2014年08月",""
"s481057","220294","2014年08月",""
"s481057","223072","2014年08月",""
"s481057","220585","2014年08月",""
"s481057","220236","2014年08月",""
"s481057","219616","2014年08月",""
"s481057","220870","2014年08月",""
"s481057","220165","2014年08月",""
"s481057","218753","2014年08月",""
"s481057","217924","2014年07月",""
"s481057","221628","2014年08月",""
"s481057","1200054","2015年02月",""
"s481057","35727339","2014年09月",""
"s481057","75552682","2015年02月",""
"s235985","1363990","2015年03月",""
"s235985","67670719","2015年03月",""
"s236793","867090","2014年12月",""
"s478885","929489","2014年12月","2015-07"
"s113200","1623688","2015年05月",""
"s113200","100868908","2015年05月",""
"s138170","233857","2014年08月",""
"s138170","61829408","2014年08月",""
"s47720","1130287","2015年01月",""
"s51954","1375822","2015年03月",""
"s51954","98060037","2015年03月",""
"s189348","1099978","2015年01月",""
"s189348","1099847","2015年01月",""
"s251694","2140044","2015年07月",""
"s251694","2193611","2015年08月",""
"s251694","100973677","2015年07月",""
"s251694","102623739","2015年08月",""
"s302723","1668458","2015年05月",""
"s302723","99453705","2015年05月",""
"s456112","230442","2014年08月","2015-07"
"s187765","195952","2014年06月",""
"s323410","1310396","2015年03月",""
"s323410","1441519","2015年04月",""
"s346231","776555","2014年12月",""
"s346231","40635983","2014年12月",""
"s317689","1647952","2015年05月",""
"s317689","1665314","2015年05月",""
"s317689","2136949","2015年08月",""
"s317689","97741616","2015年05月",""
"s317689","101118026","2015年08月",""
"s151778","218690","2014年08月",""
"s151778","208039","2014年07月",""
"s439726","1096046","2015年01月",""
"s308906","206467","2014年07月",""
"s411012","1256050","2015年03月","2015-07"
"s411012","1256003","2015年03月","2015-07"
"s485316","559780","2014年09月",""
"s485584","175059","2014年06月",""
"s485584","73357660","2014年06月",""
"s130262","242383","2014年08月",""
"s130262","242975","2014年08月",""
"s130262","238890","2014年08月",""
"s191024","191524","2014年06月",""
"s103344","583874","2014年10月",""
"s103344","1275372","2015年03月",""
"s103344","1261615","2015年03月",""
"s103344","1275919","2015年03月",""
"s103344","1270699","2015年03月",""
"s103344","66010686","2014年10月",""
"s103344","38078166","2015年03月",""
"s103344","38079046","2015年03月",""
"s103344","38078489","2015年03月",""
"s103344","66029675","2015年03月",""
"s280075","1170228","2015年02月","2015-07"
"s384756","1421816","2015年04月",""
"s384756","1421817","2015年04月",""
"s384756","96501494","2015年04月",""
"s36584","1046827","2015年03月",""
"s36584","65990058","2015年03月",""
"s336256","210781","2014年07月",""
"s336256","1237856","2015年03月",""
"s336256","92279475","2015年03月",""
"s11413","1234606","2015年03月",""
"s385511","1246948","2015年05月",""
"s61633","199423","2014年07月",""
"s61633","10027335","2014年07月",""
"s132189","237827","2014年08月",""
"s127655","1676798","2015年05月",""
"s83029","2122504","2015年07月",""
"s83029","36141900","2015年07月",""
"s240089","1091965","2015年03月",""
"s446354","628479","2014年11月",""
"s446354","87374850","2014年11月",""
"s29742","179658","2014年06月",""
"s371064","213534","2014年08月",""
"s371064","210584","2014年08月",""
"s371064","61675238","2014年08月",""
"s371064","44066241","2014年08月",""
"s272901","1099723","2015年01月",""
"s272901","18549271","2015年01月",""
"s372922","199718","2014年08月",""
"s372922","199717","2014年08月",""
"s372922","199719","2014年08月",""
"s372922","37228170","2014年08月",""
"s372922","44494438","2014年08月",""
"s372922","36394243","2014年08月",""
"s190352","2075950","2015年07月",""
"s190352","103928183","2015年07月",""
"s216542","169117","2014年06月","2015-07"
"s216542","1099890","2015年01月","2015-07"
"s436134","2014240","2015年07月",""
"s348241","1515447","2015年04月",""
"s157909","1008262","2015年01月",""
"s279126","1679673","2015年06月",""
"s279126","100176900","2015年06月",""
"s379620","249017","2014年08月",""
"s96953","1641208","2015年05月",""
"s450618","1276049","2015年03月",""
"s450618","18575401","2015年03月",""
"s49769","5716","2013年10月",""
"s49769","66087622","2013年10月",""
"s91570","879772","2014年12月","2015-07"
"s275475","1652816","2015年05月",""
"s275475","101268090","2015年05月",""
"s334964","603439","2014年10月",""
"s334964","81458970","2014年10月",""
"s188409","1280637","2015年03月",""
"s510782","1827557","2015年06月",""
"s350085","218898","2014年08月",""
"s350085","192308","2014年08月",""
"s350085","205906","2014年08月",""
"s350085","192298","2014年08月",""
"s151556","980024","2015年01月",""
"s443907","1905806","2015年06月",""
"s443907","102624311","2015年06月",""
"s215741","1165637","2015年02月",""
"s215741","93695387","2015年02月",""
"s408683","1190966","2015年02月",""
"s129503","930411","2014年12月",""
"s129503","66064237","2014年12月",""
"s192602","1799605","2015年06月",""
"s192602","96498955","2015年06月",""
"s336479","1231215","2015年03月",""
"s215072","1441144","2015年04月",""
"s215072","2016485","2015年07月",""
"s332725","1271183","2015年03月",""
"s332725","66063365","2015年03月",""
"s127614","2296032","2015年08月",""
"s127614","2296022","2015年08月",""
"s342812","493375","2014年09月",""
"s342812","85062394","2014年09月",""
"s504064","333652","2014年10月","2015-07"
"s504064","222878","2014年08月",""
"s504064","224944","2014年08月","2015-07"
"s110881","1099916","2015年01月",""
"s260342","1099365","2015年01月","2015-07"
"s493292","195339","2014年06月",""
"s493292","34552813","2014年06月",""
"s384946","1254025","2015年03月",""
"s384946","1254026","2015年03月",""
"s384946","79293793","2015年03月",""
"s384946","79293797","2015年03月",""
"s464738","947436","2014年12月","2015-07"
"s422275","2247260","2015年08月",""
"s422275","103621820","2015年08月",""
"s503240","1092577","2015年01月","2015-07"
"s76112","647708","2014年11月","2015-07"
"s76112","1477842","2015年04月",""
"s217047","1080636","2015年01月",""
"s217047","1274866","2015年03月",""
"s217047","1267509","2015年03月",""
"s217047","1274875","2015年03月",""
"s217047","1270184","2015年03月",""
"s217047","1274625","2015年03月",""
"s217047","1274926","2015年03月",""
"s217047","30833626","2015年03月",""
"s217047","66046745","2015年03月",""
"s217047","66049809","2015年03月",""
"s217047","66057858","2015年03月",""
"s217047","30832979","2015年03月",""
"s217047","66080669","2015年03月",""
"s217047","66066565","2015年01月",""
"s443878","1168034","2015年02月",""
"s61801","1234196","2015年03月",""
"s61801","36905586","2015年03月",""
"s449676","131809","2014年04月",""
"s514106","911642","2014年12月",""
"s514106","66016034","2014年12月",""
"s448939","2117042","2015年08月",""
"s345903","67846","2014年01月",""
"s345903","59620","2014年01月",""
"s345903","13288","2013年10月",""
"s345903","194151","2014年06月",""
"s345903","1270453","2015年03月",""
"s345903","7169639","2014年06月",""
"s345903","34520531","2013年10月",""
"s345903","60752488","2014年01月",""
"s345903","93293179","2015年03月",""
"s345903","44429671","2014年01月",""
"s375407","476479","2014年09月",""
"s274681","217259","2014年08月",""
"s345763","1259319","2015年03月",""
"s345763","4414","2013年10月",""
"s345763","1259307","2015年03月",""
"s345763","1262130","2015年03月",""
"s345763","1247735","2015年03月",""
"s345763","1268151","2015年03月",""
"s345763","1259567","2015年03月",""
"s345763","66067531","2015年03月",""
"s345763","66067375","2015年03月",""
"s345763","66088556","2015年03月",""
"s345763","66066764","2015年03月",""
"s345763","66070728","2015年03月",""
"s345763","66083668","2013年10月",""
"s345763","66084810","2015年03月",""
"s171646","1644711","2015年05月",""
"s171646","97983986","2015年05月",""
"s359856","381230","2014年08月",""
"s359856","80053986","2014年08月",""
"s109471","978978","2015年01月",""
"s198711","1815151","2015年06月",""
"s198711","96508667","2015年06月",""
"s62828","734984","2014年11月",""
"s62828","87433624","2014年11月",""
"s298912","1033364","2015年01月",""
"s450966","1455943","2015年04月","2015-07"
"s450966","1493698","2015年04月",""
"s345482","907369","2014年12月",""
"s345482","928892","2014年12月",""
"s345482","38246016","2014年12月",""
"s345482","41636269","2014年12月",""
"s479137","218389","2014年08月",""
"s479137","215997","2014年08月",""
"s479137","215935","2014年08月",""
"s479137","207566","2014年08月",""
"s479137","206614","2014年08月",""
"s479137","19125334","2014年08月",""
"s21950","193381","2014年08月",""
"s21950","1471168","2015年04月",""
"s21950","99416853","2015年04月",""
"s21950","79553377","2014年08月",""
"s439090","1992755","2015年07月",""
"s254031","1484782","2015年04月",""
"s254031","91701691","2015年04月",""
"s486569","30462","2013年10月",""
"s486569","40171696","2013年10月",""
"s115737","7298","2013年10月",""
"s415270","218278","2014年08月",""
"s292356","1057653","2015年03月",""
"s292356","65999949","2015年03月",""
"s425289","227553","2014年11月","2015-07"
"s425289","1942263","2015年07月",""
"s425289","96517274","2015年07月",""
"s243290","2164193","2015年08月",""
"s243290","99058849","2015年08月",""
"s75815","929465","2014年12月",""
"s75815","928944","2014年12月",""
"s75815","1099732","2015年01月",""
"s75815","1099949","2015年01月",""
"s75815","1049492","2015年03月",""
"s75815","41412225","2014年12月",""
"s75815","66065801","2014年12月",""
"s452975","205702","2014年08月",""
"s452975","205690","2014年08月",""
"s452975","216576","2014年08月",""
"s322937","2133502","2015年07月",""
"s322937","36515750","2015年07月",""
"s159458","1330543","2015年03月",""
"s159458","73390734","2015年03月",""
"s29735","930284","2015年03月",""
"s29735","13868969","2015年03月",""
"s200423","1764781","2015年06月",""
"s200423","101732562","2015年06月",""
"s331320","256103","2014年08月",""
"s331320","216791","2014年08月",""
"s331320","205891","2014年08月",""
"s331320","215185","2014年07月",""
"s331320","207558","2014年07月",""
"s331320","73366013","2014年07月",""
"s331320","38127633","2014年08月",""
"s331320","73367502","2014年07月",""
"s15161","242156","2014年08月",""
"s15161","922958","2014年12月",""
"s15161","80129166","2014年08月",""
"s283662","183310","2014年06月",""
"s283662","32480509","2014年06月",""
"s62066","1736416","2015年06月",""
"s62066","97940024","2015年06月",""
"s396694","1268352","2015年03月",""
"s396694","66044516","2015年03月",""
"s102311","12797","2013年10月",""
"s102311","61844290","2013年10月",""
"s440727","2185505","2015年08月",""
"s440727","103112838","2015年08月",""
"s376771","1630302","2015年05月",""
"s251684","1202522","2015年02月",""
"s298533","218677","2014年08月",""
"s298533","192504","2014年06月","2015-07"
"s172265","2112466","2015年07月",""
"s172265","85065372","2015年07月",""
"s59433","317931","2014年08月",""
"s59433","12484","2013年10月",""
"s316648","1275419","2015年03月",""
"s262689","907620","2014年12月",""
"s262689","66068373","2014年12月",""
"s39921","1051488","2015年03月",""
"s39921","65978704","2015年03月",""
"s518201","1867813","2015年06月",""
"s387986","163358","2014年06月",""
"s387986","80348866","2014年06月",""
"s190013","2103175","2015年07月",""
"s190013","104414917","2015年07月",""
"s513329","774831","2014年12月",""
"s513329","89101773","2014年12月",""
"s142874","219284","2014年08月",""
"s142874","16548714","2014年08月",""
"s43737","844553","2014年12月","2015-07"
"s143346","1241829","2015年03月",""
"s446629","174454","2014年06月",""
"s446629","60771559","2014年06月",""
"s193905","1305854","2015年03月",""
"s193905","66046377","2015年03月",""
"s198250","1581907","2015年05月",""
"s198250","29330465","2015年05月",""
"s112939","752391","2014年11月",""
"s112939","61276913","2014年11月",""
"s229250","1763625","2015年06月",""
"s229250","99418542","2015年06月",""
"s337660","229521","2014年08月",""
"s400611","1412437","2015年04月",""
"s400611","2174323","2015年08月",""
"s400611","97189455","2015年08月",""
"s400611","80110654","2015年04月",""
"s66011","333635","2014年11月",""
"s66011","79570172","2014年11月",""
"s33860","196372","2014年06月",""
"s33860","79570182","2014年06月",""
"s500240","2341177","2015年08月",""
"s500240","106060372","2015年08月",""
"s450035","2174405","2015年08月",""
"s450035","100869457","2015年08月",""
"s429479","87641","2014年02月",""
"s429479","72410996","2014年02月",""
"s344286","1128970","2015年01月","2015-07"
"s495122","183468","2014年06月",""
"s427423","1241746","2015年03月",""
"s338887","212275","2014年07月",""
"s338887","210739","2014年07月",""
"s338887","2172139","2015年08月",""
"s338887","33006767","2014年07月",""
"s338887","103042379","2015年08月",""
"s338887","42382812","2014年07月",""
"s274944","212024","2014年07月",""
"s274944","36105493","2014年07月",""
"s314915","1580959","2015年05月",""
"s312812","2265018","2015年08月",""
"s312812","102971095","2015年08月",""
"s261433","895939","2014年12月","2015-07"
"s152608","171671","2014年06月",""
"s152608","80081356","2014年06月",""
"s29596","1642214","2015年05月",""
"s405236","409578","2014年08月",""
"s405236","923138","2014年12月",""
"s405236","85046437","2014年08月",""
"s217680","1234207","2015年03月",""
"s217680","15979263","2015年03月",""
"s282878","241053","2014年08月",""
"s282878","79308825","2014年08月",""
"s50480","833194","2014年12月",""
"s50480","85047042","2014年12月",""
"s248955","189102","2014年06月",""
"s248955","79310475","2014年06月",""
"s285920","929090","2014年12月",""
"s344299","1452172","2015年04月",""
"s344299","29078154","2015年04月",""
"s245894","928957","2014年12月","2015-07"
"s393971","175128","2014年06月",""
"s84511","168095","2014年06月",""
"s84511","170571","2014年06月",""
"s84511","39764929","2014年06月",""
"s84511","62142925","2014年06月",""
"s195743","199251","2014年07月",""
"s384227","1374491","2015年04月",""
"s211010","693809","2014年11月",""
"s211010","678197","2014年11月",""
"s211010","589294","2014年10月",""
"s211010","539906","2014年09月",""
"s211010","316775","2014年08月",""
"s211010","230479","2014年07月",""
"s211010","230397","2014年08月",""
"s211010","271103","2014年08月",""
"s211010","139592","2014年05月",""
"s211010","162828","2014年06月",""
"s211010","1065732","2015年01月",""
"s211010","1157792","2015年02月",""
"s211010","1196869","2015年02月",""
"s211010","1417544","2015年04月",""
"s211010","1601560","2015年05月",""
"s211010","1863414","2015年06月",""
"s211010","1863393","2015年06月",""
"s211010","1863406","2015年06月",""
"s211010","1996683","2015年07月",""
"s211010","2212673","2015年08月",""
"s211010","2169843","2015年08月",""
"s211010","69063917","2015年06月",""
"s211010","69062924","2015年06月",""
"s211010","88804108","2014年11月",""
"s211010","95113665","2015年04月",""
"s211010","69063563","2015年06月",""
"s211010","43205672","2015年08月",""
"s211010","82352338","2014年08月",""
"s211010","61218900","2014年10月",""
"s211010","80723499","2015年01月",""
"s211010","99913982","2015年05月",""
"s211010","80070990","2014年08月",""
"s211010","93812143","2015年02月",""
"s211010","80297729","2014年07月",""
"s211010","86458946","2014年09月",""
"s211010","104100102","2015年07月",""
"s294554","1763844","2015年06月",""
"s294554","61262932","2015年06月",""
"s366202","379957","2014年08月",""
"s366202","79571144","2014年08月",""
"s472145","168097","2014年06月",""
"s472145","41836225","2014年06月",""
"s213198","135432","2014年05月","2015-07"
"s21199","211097","2014年07月",""
"s53894","1679897","2015年06月",""
"s53894","100176891","2015年06月",""
"s476106","1446006","2015年04月",""
"s476106","61868829","2015年04月",""
"s333407","1398402","2015年04月","2015-07"
"s355945","1015118","2015年01月",""
"s355945","86742752","2015年01月",""
"s64240","1170517","2015年02月","2015-07"
"s202144","1267611","2015年03月","2015-07"
"s69671","1888707","2015年06月",""
"s69671","61565801","2015年06月",""
"s313350","1385869","2015年03月",""
"s313350","99057624","2015年03月",""
"s119950","1567513","2015年05月",""
"s151100","2216398","2015年08月",""
"s151100","79323028","2015年08月",""
"s55737","765230","2014年11月",""
"s55737","83486138","2014年11月",""
"s3229","1581896","2015年05月",""
"s3229","2014013","2015年07月",""
"s497053","1200593","2015年02月",""
"s497053","1200834","2015年02月",""
"s497053","119292","2014年04月",""
"s497053","64842","2014年01月",""
"s497053","96502398","2015年02月",""
"s497053","93818916","2015年02月",""
"s234377","217673","2014年08月",""
"s91853","1386347","2015年07月",""
"s63884","903369","2014年12月",""
"s63884","66064001","2014年12月",""
"s134160","2057524","2015年07月",""
"s134160","2266444","2015年08月",""
"s431546","634473","2014年11月",""
"s431546","634500","2014年11月",""
"s431546","234034","2014年08月",""
"s431546","87430221","2014年11月",""
"s431546","87430236","2014年11月",""
"s431546","1286217","2015年03月",""
"s431546","1056296","2015年01月",""
"s431546","1692027","2015年06月",""
"s431546","1692126","2015年06月",""
"s431546","1692060","2015年06月",""
"s431546","1694586","2015年06月",""
"s431546","2282964","2015年08月",""
"s431546","2282965","2015年08月",""
"s431546","2169592","2015年08月",""
"s431546","2282906","2015年08月",""
"s431546","2282966","2015年08月",""
"s431546","79266212","2015年06月",""
"s431546","89204881","2015年01月",""
"s431546","98216156","2015年03月",""
"s431546","79261542","2015年06月",""
"s431546","78708550","2015年08月",""
"s431546","75459901","2015年06月",""
"s431546","93542250","2015年08月",""
"s431546","101542544","2015年06月",""
"s431546","97941117","2015年08月",""
"s458405","1510459","2015年04月",""
"s458405","97811744","2015年04月",""
"s260016","2050667","2015年07月",""
"s260016","2171119","2015年08月",""
"s260016","104206494","2015年08月",""
"s260016","100617366","2015年07月",""
"s463289","339026","2014年08月",""
"s379100","62194","2014年01月",""
"s379100","62135","2015年04月",""
"s379100","43125711","2015年04月",""
"s183520","117128","2014年04月",""
"s183520","72986615","2014年04月",""
"s360518","1108087","2015年01月",""
"s360518","73501142","2015年01月",""
"s258021","1973962","2015年07月",""
"s258021","1872102","2015年06月",""
"s128628","553738","2014年10月",""
"s128628","288713","2014年08月",""
"s128628","230133","2014年08月",""
"s128628","2027658","2015年07月",""
"s128628","2338231","2015年08月",""
"s128628","99059327","2015年08月",""
"s128628","80340135","2014年08月",""
"s128628","79320887","2014年08月",""
"s198639","132861","2014年04月",""
"s198639","75076544","2014年04月",""
"s388390","2315225","2015年08月",""
"s388390","97811798","2015年08月",""
"s326456","2102319","2015年07月",""
"s329207","1498717","2015年04月","2015-07"
"s389317","510279","2014年09月",""
"s222804","522936","2014年09月",""
"s222804","81467065","2014年09月",""
"s169832","92397","2014年02月",""
"s398957","1305877","2015年03月",""
"s398957","96494787","2015年03月",""
"s76552","1887153","2015年06月",""
"s76552","98171488","2015年06月",""
"s378485","1051685","2015年03月",""
"s378485","4543996","2015年03月",""
"s20540","1822591","2015年06月",""
"s20540","97787565","2015年06月",""
"s494281","1068632","2015年01月",""
"s494281","91666252","2015年01月",""
"s402641","1616128","2015年05月",""
"s402641","96573963","2015年05月",""
"s481029","243081","2014年08月",""
"s481029","81342701","2014年08月",""
"s183301","177825","2014年06月",""
"s183301","171247","2014年06月",""
"s386974","1275847","2015年03月",""
"s386974","66029667","2015年03月",""
"s476278","1431248","2015年04月",""
"s276727","220267","2014年08月",""
"s292960","1617672","2015年05月",""
"s292960","2108728","2015年07月",""
"s292960","100386078","2015年05月",""
"s429540","1624932","2015年05月",""
"s429540","66018313","2015年05月",""
"s196222","2248306","2015年08月",""
"s243214","2083111","2015年07月",""
"s143969","2308341","2015年08月",""
"s10655","1826268","2015年06月",""
"s160607","289646","2014年08月",""
"s160607","1194732","2015年02月",""
"s160607","81386511","2014年08月",""
"s158400","218377","2014年08月",""
"s117510","2251820","2015年08月",""
"s172542","1635167","2015年05月",""
"s437781","771978","2014年12月",""
"s437781","763524","2014年11月",""
"s437781","624268","2014年10月",""
"s437781","906339","2014年12月","2015-07"
"s437781","1106970","2015年01月",""
"s437781","1136040","2015年02月",""
"s437781","1332756","2015年03月",""
"s437781","1336859","2015年03月",""
"s437781","1450280","2015年04月",""
"s437781","1458936","2015年04月",""
"s437781","1535690","2015年05月",""
"s437781","1515489","2015年05月",""
"s437781","1594655","2015年05月",""
"s437781","1719513","2015年06月",""
"s437781","1905831","2015年06月",""
"s437781","1905829","2015年06月",""
"s437781","2041420","2015年07月",""
"s437781","2149505","2015年08月",""
"s437781","2191922","2015年08月",""
"s437781","78891223","2014年10月",""
"s437781","105082964","2015年08月",""
"s437781","99963488","2015年04月",""
"s437781","85277056","2015年02月",""
"s44645","1990245","2015年07月",""
"s332372","738294","2014年11月",""
"s332372","65872872","2014年11月",""
"s122147","195194","2014年06月",""
"s122147","79322298","2014年06月",""
"s490275","837268","2014年12月",""
"s121828","1912701","2015年06月",""
"s121828","2251480","2015年08月",""
"s121828","96525038","2015年06月",""
"s121828","97941159","2015年08月",""
"s298017","242438","2014年08月",""
"s488252","929458","2014年12月",""
"s488252","17557","2013年10月",""
"s488252","66066544","2013年10月",""
"s488252","66065517","2014年12月",""
"s199502","1378609","2015年03月",""
"s199502","12861055","2015年03月",""
"s345702","196744","2014年06月",""
"s345702","81339488","2014年06月",""
"s422483","998970","2015年01月",""
"s248479","215744","2014年08月",""
"s248479","218654","2014年08月",""
"s248479","238976","2014年08月",""
"s248479","207026","2014年08月",""
"s248479","220301","2014年08月",""
"s248479","206722","2014年08月",""
"s248479","27985649","2014年08月",""
"s248479","16130651","2014年08月",""
"s248479","8237708","2014年08月",""
"s248479","23316518","2014年08月",""
"s360731","89225","2014年02月","2015-07"
"s374085","1357144","2015年03月",""
"s374085","94960336","2015年03月",""
"s414872","209279","2014年07月",""
"s495692","1271405","2015年03月","2015-07"
"s519530","1824068","2015年06月",""
"s519530","37379464","2015年06月",""
"s409473","171294","2014年06月",""
"s198865","2027099","2015年07月",""
"s101049","1504183","2015年04月",""
"s483189","928674","2014年12月","2015-07"
"s483189","928668","2014年12月","2015-07"
"s483189","928652","2014年12月","2015-07"
"s483189","1199881","2015年02月","2015-07"
"s483189","1441552","2015年04月",""
"s149236","224661","2014年08月",""
"s29251","163235","2014年06月",""
"s336331","1908136","2015年07月",""
"s336331","99084978","2015年07月",""
"s439166","1667913","2015年05月",""
"s439166","101089294","2015年05月",""
"s467827","932706","2014年12月",""
"s467827","21376670","2014年12月",""
"s140780","954839","2015年01月",""
"s120266","1151176","2015年02月",""
"s120266","90403212","2015年02月",""
"s60823","1024109","2015年01月",""
"s194367","844258","2015年03月","2015-07"
"s220796","1156704","2015年01月",""
"s52682","62051","2014年01月",""
"s506168","804012","2014年12月",""
"s506168","22749101","2014年12月",""
"s429575","1511897","2015年04月",""
"s429575","85056304","2015年04月",""
"s98181","1568382","2015年05月",""
"s51092","910247","2014年12月",""
"s51092","910293","2014年12月",""
"s51092","910248","2014年12月",""
"s51092","66028168","2014年12月",""
"s51092","66026401","2014年12月",""
"s488189","610316","2014年10月",""
"s492334","1768329","2015年06月",""
"s492334","1837032","2015年07月",""
"s415202","1084932","2015年01月",""
"s415202","66052099","2015年01月",""
"s68293","1635532","2015年05月",""
"s68293","101093944","2015年05月",""
"s54691","1893152","2015年06月",""
"s54691","1950007","2015年07月",""
"s54691","93811990","2015年07月",""
"s54691","93877329","2015年06月",""
"s170007","54228","2014年01月",""
"s170007","33221817","2014年01月",""
"s439944","2287488","2015年08月",""
"s439944","104124258","2015年08月",""
"s41373","219023","2014年08月",""
"s41373","204389","2014年07月",""
"s41373","5990827","2014年08月",""
"s41373","23030957","2014年07月",""
"s487315","1390266","2015年04月",""
"s487315","9762951","2015年04月",""
"s2004","2293499","2015年08月",""
"s300482","1173867","2015年02月",""
"s300482","96545031","2015年02月",""
"s56829","932582","2014年12月",""
"s56829","24469493","2014年12月",""
"s105682","1379288","2015年03月",""
"s105682","37766312","2015年03月",""
"s202776","1907048","2015年07月",""
"s202776","99974364","2015年07月",""
"s376610","1720693","2015年06月",""
"s98931","1803254","2015年06月",""
