"EID","BTEID","IFHOME","BTBL","BTYEAR","BTENDYEAR"
"p228265","p76956","1","0.214","2010",""
"p47137","p76956","1","0.029","2010",""
"p129923","p76956","1","0.079","2010",""
"p53860","p76981","1","0.45","2007",""
"p135861","p76990","1","0.6","2013",""
"p112118","p77146","1","1","2012",""
"p53525","p77370","1","0.5","2014",""
"p130240","p77418","1","1","2014",""
"p77623","p77623","1","1","1989",""
"p201924","p77710","1","0.833","2005",""
"p106193","p77727","1","0.025","2007",""
"p188742","p77747","1","0.022","1998",""
"p111312","p77747","1","0.7","1998",""
"p170084","p77747","1","0.051","1998",""
"p177961","p77785","1","1","1994",""
"p102839","p78280","1","0.045","2008",""
"p42974","p78601","1","0.95","2015",""
"p59886","p78729","1","0.9","2013",""
"p223992","p78840","1","0.05","1986",""
"p79183","p79183","0","0.204","1986",""
"p79229","p79229","1","1","1979",""
"p126562","p79598","1","1","2014",""
"p163802","p79646","1","0.51","1995",""
"p209906","p79752","1","0.3","1994",""
"p27509","p79976","1","0.208","2015",""
"p226546","p80196","1","0.01","2015",""
"p22148","p80198","1","0.9","2014",""
"p134680","p80301","1","0.8","2012",""
"p144951","p80423","1","0.85","2014",""
"p102027","p80438","1","0.5","2010",""
"p74260","p80817","1","0.9","2012",""
"p14798","p80866","1","0.095","1992",""
"p215180","p81640","1","0.1","2008",""
"p29955","p81907","1","0.7","2011",""
"p82036","p82036","1","1","1996",""
"p142806","p82721","1","0.5","2005",""
"p71939","p82947","1","0.4","2015",""
"p101850","p83026","1","0.05","2004",""
"p83070","p83070","1","1","1977",""
"p83082","p83082","1","0.076","1984",""
"p29212","p83370","1","1","2013",""
"p77809","p83491","1","0.15","1984",""
"p190014","p83492","1","0.227","2009",""
"p83669","p83669","1","1","1982",""
"p166616","p83745","1","1","2014",""
"p83814","p83814","1","1","1991",""
"p84004","p84004","1","1","1987",""
"p158511","p84423","1","1","2014",""
"p25389","p84470","1","0.25","2015",""
"p49000","p84472","1","0.9","2010",""
"p54655","p84554","1","0.32","1997",""
"p155215","p84573","1","0.8","2013",""
"p90126","p84605","1","0.1","2002",""
"p106905","p84611","1","0.235","2011",""
"p55280","p84741","1","0.5","2008",""
"p196580","p84850","1","1","2015",""
"p167837","p84878","1","0.6","2000",""
"p185185","p84981","1","1","2005",""
"p104779","p85084","1","1","2013",""
"p21147","p85145","1","0.51","2015",""
"p146991","p85149","1","1","1987",""
"p85181","p85181","1","1","1992",""
"p127863","p85204","1","0.2","2015",""
"p210277","p85288","1","1","2003",""
"p85305","p85305","1","1","1985",""
"p215302","p85568","1","0.4","2014",""
"p109370","p85983","1","1","2014",""
"p86004","p86004","1","1","1996",""
"p86035","p86035","1","1","1997",""
"p86044","p86044","1","1","1991",""
"p86055","p86055","1","1","1997",""
"p86074","p86074","1","1","1992",""
"p216507","p86510","1","0.72","2012",""
"p51654","p86533","1","0.011","2001",""
"p51628","p86533","1","0.616","2001",""
"p35721","p86698","1","1","2008",""
"p73646","p86816","1","0.445","2011",""
"p219423","p86928","1","1","2014",""
"p87613","p87613","1","1","1967",""
"p229197","p87759","1","0.8","2015",""
"p17171","p87759","1","0.2","2015",""
"p194575","p88085","1","1","1994",""
"p212857","p88440","1","0.005","2013",""
"p67448","p88695","1","0.192","2015",""
"p36326","p88793","1","1","2002",""
"p82742","p88969","1","1","2015",""
"p171975","p89288","1","1","2003",""
"p43556","p89359","1","0.2","2014",""
"p55190","p89375","1","0.006","1990",""
"p113836","p89375","1","0.007","1990",""
"p6871","p89375","1","0.048","1990",""
"p183868","p89395","1","0.09","2015",""
"p31440","p89412","1","1","2012",""
"p89528","p89528","1","1","1998",""
"p4805","p89581","1","1","2009",""
"p184138","p89905","1","0","1984",""
"p160279","p90011","1","1","2013",""
"p31465","p90175","1","0.6","2001",""
"p31151","p90219","1","0.5","2014",""
"p219516","p90229","1","0.62","2010",""
"p49763","p90258","1","0.5","2001",""
"p35524","p90274","1","1","2015",""
"p139155","p90418","1","0.192","1993",""
"p81403","p90462","1","0.2","2002",""
"p37786","p90490","1","0.49","2010",""
"p13836","p90568","1","1","1974",""
"p60700","p90590","1","0.9","2004",""
"p113388","p90629","1","1","2011",""
"p155215","p90649","1","0.99","2013",""
"p35721","p90959","1","1","2008",""
"p174750","p90967","1","1","2010",""
"p166012","p90981","1","0.75","2011",""
"p79441","p91084","1","0.8","2014",""
"p227319","p91282","1","0.517","2007",""
"p103410","p91661","1","0.4","2014",""
"p103550","p92040","1","0.2","2015",""
"p108664","p92138","1","0.9","1997",""
"p121361","p92154","1","0.3","2015",""
"p86789","p92738","1","0.1","2009",""
"p191254","p93080","1","0.34","2014",""
"p203573","p93230","1","0","1992",""
"p146457","p93316","1","0.05","2014",""
"p146472","p93349","1","0.6","2015",""
"p197020","p93897","1","0.3","2008",""
"p165387","p93912","1","0.2","1995",""
"p53860","p93931","1","0.6","2009",""
"p131145","p94048","1","0.015","2009",""
"p55100","p94165","1","0.625","2001",""
"p29442","p94447","1","0.49","2013",""
"p228730","p94690","1","0.34","2014",""
"p71257","p94756","1","0.4","2005",""
"p136692","p95070","1","0.5","2002",""
"p171856","p95122","1","0.333","2014",""
"p183584","p95421","1","1","2014",""
"p7127","p95426","1","0.213","2002",""
"p218756","p95470","1","0.2","2013",""
"p95471","p95471","1","1","1993",""
"p7244","p95561","1","0.2","2004",""
"p198465","p95734","1","0","1996",""
"p172146","p95753","1","0.039","1997",""
"p119369","p95753","1","0.016","1997",""
"p214523","p95753","1","0.02","1997",""
"p172697","p95808","1","0.1","2007",""
"p118909","p95871","1","0.51","2013",""
"p107395","p95921","1","0.9","2003",""
"p96303","p96303","1","1","1988",""
"p179026","p96328","1","0.443","2014",""
"p202054","p96415","1","0.8","2012",""
"p96690","p96690","1","1","1999",""
"p197587","p96835","1","0.99","2015",""
"p104779","p96879","1","1","2012",""
"p144173","p97008","1","0.49","2014",""
"p179911","p97027","1","0.45","2015",""
"p110937","p97238","1","1","2015",""
"p171563","p97649","1","0.043","1998",""
"p204553","p97956","1","0.5","2005",""
"p108816","p98120","1","0.35","2015",""
"p224911","p98227","1","0.016","2015",""
"p155038","p98228","1","1","2015",""
"p192819","p98386","1","1","2015",""
"p17154","p98481","1","0.51","2006",""
"p43121","p98491","1","0.9","2002",""
"p187588","p98654","1","0.8","2008",""
"p4818","p98656","1","1","2015",""
"p52461","p99144","1","0.75","2014",""
"p65649","p99308","1","1","2011",""
"p99424","p99424","1","1","1997",""
"p195435","p99436","1","0.5","2014",""
"p99473","p99473","1","1","1998",""
"p151009","p99480","1","0.7","2014",""
"p123655","p99531","0","0.001","1990",""
"p77075","p99546","1","0.208","2009",""
"p99574","p99574","1","1","1989",""
"p154014","p99581","1","1","2011",""
"p99630","p99630","1","1","1985",""
"p41737","p100095","1","1","2010",""
"p161414","p100220","1","1","2002",""
"p36290","p100711","1","0.2","2002",""
"p845","p100711","1","0.2","2002",""
"p106240","p100896","1","0.564","2013",""
"p148257","p100929","1","0.333","2002",""
"p19335","p100936","1","1","1993",""
"p48405","p101100","1","0.15","2012",""
"p67030","p101482","1","1","1996",""
"p54142","p101496","1","0.2","2015",""
"p19418","p101545","1","0.9","2006",""
"p101783","p101783","1","1","1989",""
"p119369","p101801","1","0.1","2011",""
"p172156","p101819","1","1","2012",""
"p214285","p101945","1","0.419","2001",""
"p177612","p101946","1","1","2014",""
"p73013","p102208","1","0.25","2006",""
"p76200","p102393","1","0.5","2006",""
"p98010","p102646","1","1","2005",""
"p80772","p102899","1","0.4","2012",""
"p86479","p103240","1","0.51","2015",""
"p71715","p103267","1","1","2014",""
"p153843","p103541","1","0.168","2007",""
"p4176","p103769","1","0.95","2006",""
"p223759","p104697","1","1","2010",""
"p192962","p104955","1","0.5","2013",""
"p105119","p105119","1","1","1996",""
"p105180","p105180","1","1","1993",""
"p105183","p105183","1","1","1989",""
"p134386","p105202","1","0.9","2003",""
"p76219","p105296","1","0.1","2012",""
"p105310","p105310","1","1","1990",""
"p198288","p105585","1","0.1","2009",""
"p31139","p106047","1","0.5","2010",""
"p41737","p106047","1","0.5","2010",""
"p112476","p106185","1","0.5","1995",""
"p18229","p106272","1","0.49","2000",""
"p165828","p106370","1","1","2015",""
"p94578","p106568","1","0.192","1993",""
"p18633","p106581","1","1","2014",""
"p228670","p106793","1","0","1994",""
"p19250","p106969","1","0.25","2009",""
"p7599","p106985","1","0.6","2013",""
"p175379","p106989","1","1","2013",""
"p51086","p107002","1","0.589","2004",""
"p171754","p107087","1","0.531","2010",""
"p90760","p107229","1","0.95","2012",""
"p107386","p107386","1","1","1989",""
"p177770","p107509","1","0.5","2008",""
"p152548","p107580","1","1","2011",""
"p69661","p107758","1","0.8","1999",""
"p31518","p107831","1","1","2009",""
"p101967","p107993","1","0.9","2014",""
"p101967","p107994","1","0.9","2014",""
"p19797","p108026","1","0.001","2008",""
"p80949","p108060","1","1","2012",""
"p14607","p108296","1","0.1","1999",""
"p201345","p108334","1","0.8","2002",""
"p4299","p108816","1","0.2","1985",""
"p33970","p108911","1","0.8","2015",""
"p109095","p109095","1","1","2014",""
"p208084","p109143","1","0.97","2010",""
"p173986","p109502","1","0.186","2007",""
"p163665","p109585","1","0.6","2015",""
"p166343","p109802","1","0.5","2012",""
"p87606","p109847","1","0.36","2015",""
"p140574","p109858","1","0.1","2009",""
"p64244","p110169","1","0.51","2013",""
"p40179","p110360","1","0.9","2001",""
"p121502","p110531","1","0.065","2014",""
"p106977","p110531","1","0.019","2014",""
"p138594","p110798","1","0.5","2006",""
"p110949","p110949","1","1","2003",""
"p111118","p111118","1","1","1990",""
"p111130","p111130","1","1","1992",""
"p223434","p111176","1","0.032","2001",""
"p17572","p111198","1","0.2","2015",""
"p214204","p111198","1","0.043","2015",""
"p93679","p111222","1","1","2006",""
"p82431","p111273","1","0.9","2013",""
"p25719","p111420","1","1","2002",""
"p41258","p111797","1","1","2015",""
"p18040","p111894","1","0.8","2014",""
"p12156","p111992","1","0.5","2000",""
"p129197","p112025","1","0.4","2012",""
"p47794","p112080","1","0.3","2015",""
"p159464","p112285","1","0.6","2011",""
"p153256","p112363","1","0.51","2005",""
"p207038","p112501","1","0.125","2014",""
"p171955","p112754","1","0.01","2014",""
"p131294","p112779","1","0","1998",""
"p148468","p112829","1","0.2","2010",""
"p38780","p112942","1","0.6","2014",""
"p184287","p112989","1","1","1990",""
"p90559","p113150","1","0.952","2006",""
"p158511","p113220","1","1","2009",""
"p7702","p113232","1","0.55","2007",""
"p25307","p113302","1","1","2009",""
"p66469","p113407","1","0.86","2003",""
"p214333","p113609","1","0.52","2005",""
"p178214","p113768","1","1","2014",""
"p55190","p113781","1","1","1996",""
"p28951","p113846","1","0.4","2006",""
"p48789","p113934","1","1","2013",""
"p160589","p113948","1","1","2005",""
"p30221","p114067","1","0.6","2011",""
"p120540","p114477","1","1","2011",""
"p102778","p114509","1","1","2014",""
"p155252","p114544","1","1","1992",""
"p137961","p114547","1","1","1986",""
"p203524","p114606","1","1","2014",""
"p219524","p115278","1","0.6","2006",""
"p156712","p115433","1","1","2015",""
"p69627","p115639","1","0.067","2014",""
"p115714","p115714","1","0.876","1990",""
"p169183","p116051","1","0.8","1998",""
"p116020","p116079","1","0.9","2013",""
"p122533","p116256","1","0.1","2004",""
"p152718","p116509","1","0.923","2015",""
"p27392","p116621","1","1","2014",""
"p133001","p116774","1","1","2009",""
"p152543","p116930","1","1","1999",""
"p221627","p117126","1","0.205","1995",""
"p41258","p117939","1","1","2014",""
"p29932","p118276","1","0.26","1993",""
"p19668","p118319","1","0.9","2014",""
"p205643","p118367","1","0.05","2013",""
"p100807","p118494","1","0","1987",""
"p150002","p118496","1","0.5","2014",""
"p172063","p118622","1","0.54","1995",""
"p160658","p118692","1","0.5","1985",""
"p118777","p118777","1","1","1997",""
"p167269","p118846","1","0.51","2011",""
"p178011","p119056","1","1","2001",""
"p25389","p119080","1","0.05","2011",""
"p217761","p119237","1","0.1","1998",""
"p228636","p119259","1","0.05","2015",""
"p143216","p119637","1","0.99","2014",""
"p145755","p119792","1","1","2013",""
"p136383","p119964","1","0.9","2002",""
"p149893","p120159","1","0.8","2001",""
"p218563","p120409","1","0.163","2004",""
"p177511","p120440","1","0.371","2010",""
"p16700","p120693","1","0.9","2012",""
"p176129","p120834","1","0.2","2005",""
"p87040","p120938","1","0.5","2015",""
"p56997","p120989","1","0.5","2014",""
"p223718","p121325","1","1","2014",""
"p225211","p121503","1","0.45","2012",""
"p142438","p121929","1","0.15","2012",""
"p22222","p121984","1","1","1993",""
"p76154","p122041","1","1","1988",""
"p229245","p122091","1","1","2015",""
"p229245","p122091","1","1","2015",""
"p46744","p122121","1","0.854","2005",""
"p133092","p122195","1","1","1995",""
"p180178","p122222","1","0.5","2013",""
"p197587","p122525","1","0.998","2013",""
"p197534","p122725","1","0.6","2000",""
"p79769","p122818","1","0.4","2014",""
"p122824","p122824","1","1","1988",""
"p199523","p122888","1","1","2010",""
"p122930","p122930","1","1","1989",""
"p152618","p122940","1","0.6","2009",""
"p123013","p123013","1","1","1989",""
"p123017","p123017","1","1","1992",""
"p217137","p123112","1","0.51","2008",""
"p25719","p123249","1","1","2006",""
"p123250","p123250","1","1","1989",""
"p41258","p123418","1","1","2012",""
"p26","p123499","1","0.75","2011",""
"p123680","p123680","1","1","1989",""
"p53742","p123721","1","1","2009",""
"p218029","p123786","1","0.01","2015",""
"p861","p123865","1","0.197","2010",""
"p48871","p123984","1","1","2008",""
"p40793","p124177","1","0.6","2014",""
"p117768","p124298","1","1","2014",""
"p121148","p124388","1","1","2015",""
"p229509","p124451","1","1","2010",""
"p78168","p124513","1","0.25","2012",""
"p124613","p124613","1","1","1996",""
"p119013","p124695","1","0.26","2007",""
"p124701","p124701","1","1","1984",""
"p195590","p124744","1","0.3","2010",""
"p124920","p124920","1","1","1997",""
"p101643","p125416","1","0.1","1995",""
"p90760","p125449","1","1","2011",""
"p101678","p125563","1","0.975","2005",""
"p719","p125585","1","0.01","1995",""
"p143177","p126073","1","0.4","2013",""
"p126158","p126158","1","1","1991",""
"p126223","p126223","1","1","1992",""
"p162444","p126282","1","1","2011",""
"p187354","p126495","1","0.06","2006",""
"p25799","p126618","1","0.367","2015",""
"p18892","p126711","1","0.5","2004",""
"p124606","p126819","1","1","2011",""
"p119712","p127008","1","0.6","2001",""
"p204055","p127722","1","1","2015",""
"p95781","p127989","1","0.9","2009",""
"p229140","p128546","1","0.3","1995",""
"p86881","p128820","1","0.5","2015",""
"p19306","p128979","1","1","2007",""
"p224140","p129045","1","0.45","2010",""
"p53028","p129303","1","1","2011",""
"p111401","p129408","1","0.2","2013",""
"p213446","p129900","1","1","2011",""
"p48321","p130119","1","1","2009",""
"p88878","p130365","1","0.01","2011",""
"p112542","p130444","1","1","1989",""
"p43180","p130542","1","0.5","1999",""
"p66520","p130679","1","1","2014",""
"p101967","p130710","1","0.9","2014",""
"p113615","p131045","1","1","2012",""
"p7499","p131089","1","0.854","2002",""
"p148020","p131141","1","0.06","1999",""
"p211173","p131144","1","0.55","2015",""
"p60723","p131175","1","1","2005",""
"p66503","p131259","1","0.5","2014",""
"p213446","p131679","1","0.3","2015",""
"p119861","p131687","1","1","1991",""
"p77651","p131783","1","0.75","2008",""
"p132020","p132020","1","1","1980",""
"p201999","p132067","1","0","1992",""
"p197737","p132117","1","0.3","2012",""
"p214512","p132155","1","1","1992",""
"p139151","p132178","1","1","1994",""
"p83398","p132320","1","1","2013",""
"p13168","p132716","1","1","2015",""
"p66561","p132912","1","0.95","2006",""
"p203524","p132985","1","1","2014",""
"p224041","p133164","1","0.001","2015",""
"p103748","p133302","1","0.202","2002",""
"p9981","p133521","1","0.2","1987",""
"p179587","p133521","1","0.8","1987",""
"p107584","p133546","1","1","2008",""
"p192531","p133789","1","1","2001",""
"p8801","p134367","1","0.023","2013",""
"p209097","p134367","1","0.587","2013",""
"p134535","p134535","1","1","1989",""
"p199454","p134647","1","0.182","1989",""
"p134729","p134729","1","0.335","1990",""
"p119260","p134895","1","0.01","2015",""
"p13213","p134898","1","0.3","2014",""
"p155103","p134929","1","0.75","1999",""
"p134979","p134979","1","1","1991",""
"p227762","p135545","1","1","2007",""
"p8292","p135711","1","0.9","2014",""
"p177798","p135888","1","0.5","2005",""
"p175341","p135920","1","0.245","2013",""
"p112677","p136042","1","0.74","2009",""
"p207867","p136180","1","0.315","2001",""
"p7599","p136284","1","0.092","1998",""
"p163413","p136335","1","1","2015",""
"p83986","p136593","1","0.2","1999",""
"p53992","p136669","1","0.242","1994",""
"p171856","p136836","1","0.512","2001",""
"p154825","p136947","1","0.999","2010",""
"p137033","p137033","1","1","1985",""
"p183579","p137374","1","1","2014",""
"p71711","p137385","1","1","2003",""
"p155555","p137681","1","0.9","2005",""
"p220215","p137845","1","1","2009",""
"p3836","p137921","1","1","2014",""
"p137972","p137972","1","1","1998",""
"p137976","p137976","1","1","1994",""
"p137977","p137977","1","1","1990",""
"p137986","p137986","1","1","1990",""
