EID,TARGET,ENDDATE
"p103039",1,"201608"
"p103040",0,""
"p103042",0,""
"p103047",0,""
"p103049",0,""
"p103050",0,""
"p103051",0,""
"p103052",0,""
"p103057",0,""
"p103060",0,""
"p103061",0,""
"p103064",0,""
"p103067",0,""
"p103069",0,""
"p103073",0,""
"p103075",0,""
"p103077",0,""
"p103083",0,""
"p103084",0,""
"p103085",0,""
"p103087",1,"201606"
"p103088",0,""
"p103089",0,""
"p103092",1,"201601"
"p103094",1,"201601"
"p10310",0,""
"p103100",0,""
"p103102",1,"201704"
"p103106",0,""
"p103108",0,""
"p103110",0,""
"p103111",1,"201606"
"p103115",0,""
"p103117",0,""
"p103119",1,"201606"
"p10312",0,""
"p103126",0,""
"p103128",0,""
"p10313",1,"201612"
"p103132",0,""
"p103140",0,""
"p103141",0,""
"p103142",0,""
"p103145",1,"201607"
"p103146",0,""
"p10315",0,""
"p103150",0,""
"p103154",0,""
"p103155",0,""
"p103159",0,""
"p10316",1,"201606"
"p103160",1,"201606"
"p103161",0,""
"p103172",0,""
"p103178",0,""
"p103179",0,""
"p103180",0,""
"p103184",1,"201607"
"p103186",1,"201602"
"p103187",0,""
"p103188",0,""
"p103190",0,""
"p103193",0,""
"p103195",0,""
"p103199",0,""
"p1032",0,""
"p10320",0,""
"p103200",0,""
"p103202",0,""
"p103204",0,""
"p103205",0,""
"p103206",0,""
"p103207",0,""
"p103209",0,""
"p10321",0,""
"p103217",0,""
"p103219",0,""
"p103220",0,""
"p103222",0,""
"p103223",0,""
"p103235",0,""
"p103237",0,""
"p10324",0,""
"p103241",0,""
"p103244",1,"201606"
"p103253",0,""
"p103254",1,"201606"
"p103258",1,"201606"
"p10326",0,""
"p103261",0,""
"p103263",0,""
"p103265",0,""
"p103269",0,""
"p103270",0,""
"p103271",0,""
"p103272",1,"201610"
"p103273",0,""
"p103279",0,""
"p10328",0,""
"p103283",0,""
"p103284",0,""
"p103287",0,""
"p103288",0,""
"p103292",0,""
"p103297",0,""
"p103299",0,""
"p103301",0,""
"p103304",0,""
"p103308",0,""
"p103310",1,"201611"
"p103312",1,"201606"
"p103313",0,""
"p103316",0,""
"p103319",0,""
"p10332",0,""
"p103320",1,"201706"
"p103322",0,""
"p103325",0,""
"p10333",0,""
"p103331",0,""
"p103334",0,""
"p103340",0,""
"p103343",0,""
"p103347",1,"201509"
"p103351",0,""
"p103352",0,""
"p103354",0,""
"p103355",1,"201703"
"p103356",0,""
"p103357",1,"201606"
"p103360",1,"201606"
"p103361",1,"201608"
"p103365",0,""
"p103367",0,""
"p103369",0,""
"p103374",0,""
"p103375",0,""
"p103377",0,""
"p10338",0,""
"p103380",0,""
"p103384",0,""
"p103388",0,""
"p10339",0,""
"p103392",0,""
"p103395",0,""
"p103398",0,""
"p1034",0,""
"p10340",1,"201606"
"p103402",0,""
"p103404",0,""
"p103407",0,""
"p10341",0,""
"p103410",0,""
"p103414",1,"201608"
"p103417",0,""
"p10342",0,""
"p103420",0,""
"p103422",0,""
"p103424",0,""
"p103426",1,"201606"
"p103427",0,""
"p103431",0,""
"p103432",0,""
"p103437",1,"201606"
"p10344",0,""
"p103443",0,""
"p103446",0,""
"p103449",0,""
"p103450",0,""
"p103452",0,""
"p103453",0,""
"p103454",0,""
"p103457",0,""
"p103460",0,""
"p103468",0,""
"p103470",0,""
"p103475",1,"201702"
"p103476",0,""
"p103481",0,""
"p103482",1,"201606"
"p10349",0,""
"p103492",0,""
"p103500",0,""
"p103501",0,""
"p103504",0,""
"p103506",0,""
"p103508",0,""
"p103509",0,""
"p103511",0,""
"p103513",0,""
"p103515",0,""
"p103517",0,""
"p103518",0,""
"p103519",1,"201601"
"p10352",1,"201704"
"p103520",0,""
"p103521",0,""
"p103522",1,"201608"
"p103525",0,""
"p103527",0,""
"p10353",0,""
"p103530",1,"201606"
"p103535",1,"201611"
"p103536",0,""
"p10354",0,""
"p103541",0,""
"p103544",0,""
"p103545",0,""
"p103547",0,""
"p10355",0,""
"p103550",0,""
"p103552",0,""
"p103556",0,""
"p10356",0,""
"p103560",0,""
"p103562",0,""
"p103564",0,""
"p103565",0,""
"p103566",1,"201706"
"p103569",0,""
"p10357",0,""
"p103574",0,""
"p103576",0,""
"p103577",1,"201602"
"p10358",0,""
"p103582",0,""
"p103583",0,""
"p103584",0,""
"p103586",0,""
"p103589",0,""
"p103593",0,""
"p103594",0,""
"p103597",0,""
"p1036",0,""
"p10360",0,""
"p103602",1,"201606"
"p103603",0,""
"p103609",0,""
"p10361",0,""
"p103616",0,""
"p103619",1,"201606"
"p10362",0,""
"p103620",0,""
"p103629",1,"201608"
"p103632",1,"201608"
"p103633",0,""
"p103637",0,""
"p103639",0,""
"p103640",1,"201612"
"p103641",1,"201608"
"p103644",0,""
"p103647",0,""
"p103649",0,""
"p103651",0,""
"p103656",1,"201707"
"p103658",0,""
"p103659",0,""
"p103662",0,""
"p103666",0,""
"p103667",0,""
"p103669",0,""
"p10367",0,""
"p103672",0,""
"p103674",0,""
"p103675",1,"201606"
"p103677",0,""
"p103679",0,""
"p103681",0,""
"p103682",0,""
"p103683",0,""
"p103685",0,""
"p103687",1,"201701"
"p103690",0,""
"p103693",0,""
"p103695",0,""
"p103696",0,""
"p103700",0,""
"p103705",0,""
"p103707",1,"201707"
"p103708",0,""
"p103715",0,""
"p103716",0,""
"p103719",0,""
"p10372",0,""
"p103720",0,""
"p103724",0,""
"p103728",0,""
"p10373",0,""
"p103731",0,""
"p103733",0,""
"p103734",0,""
"p10374",0,""
"p103741",0,""
"p103742",1,"201604"
"p103744",0,""
"p103747",0,""
"p103749",0,""
"p10375",0,""
"p103750",1,"201606"
"p103751",1,"201606"
"p103752",0,""
"p103755",0,""
"p103759",0,""
"p103762",0,""
"p103763",0,""
"p103764",0,""
"p103765",0,""
"p103766",0,""
"p103769",0,""
"p10377",0,""
"p103772",0,""
"p103775",0,""
"p10378",0,""
"p103780",0,""
"p103781",0,""
"p10379",0,""
"p103793",0,""
"p103796",0,""
"p103798",1,"201608"
"p10380",0,""
"p103800",1,"201606"
"p103804",0,""
"p103805",0,""
"p103806",0,""
"p103807",0,""
"p103808",0,""
"p103810",0,""
"p103811",1,"201606"
"p103813",0,""
"p103818",0,""
"p103819",1,"201606"
"p103821",1,"201707"
"p103823",0,""
"p103824",0,""
"p103825",0,""
"p103832",0,""
"p103839",0,""
"p103840",0,""
"p103842",0,""
"p103844",0,""
"p103845",0,""
"p103846",0,""
"p103847",0,""
"p103849",0,""
"p103851",0,""
"p103854",0,""
"p103855",0,""
"p103856",0,""
"p103857",0,""
"p10386",0,""
"p103860",0,""
"p103861",0,""
"p103862",0,""
"p103866",0,""
"p103867",1,"201606"
"p103868",0,""
"p10387",0,""
"p103876",0,""
"p103883",0,""
"p103884",0,""
"p103886",0,""
"p103888",0,""
"p103889",0,""
"p103892",0,""
"p103894",0,""
"p103896",0,""
"p103898",0,""
"p10390",0,""
"p103900",0,""
"p103903",0,""
"p103904",0,""
"p103907",0,""
"p103909",0,""
"p10391",0,""
"p103915",1,"201707"
"p103921",0,""
"p103922",0,""
"p103923",0,""
"p103925",1,"201608"
"p103928",0,""
"p103929",1,"201702"
"p10393",0,""
"p103931",0,""
"p103932",1,"201606"
"p103933",0,""
"p103935",0,""
"p103936",0,""
"p103940",0,""
"p103946",0,""
"p103952",0,""
"p103953",0,""
"p103954",0,""
"p103956",0,""
"p103958",0,""
"p103960",0,""
"p103961",0,""
"p103962",0,""
"p103963",0,""
"p103965",0,""
"p103966",0,""
"p103967",0,""
"p10397",0,""
"p103970",0,""
"p103982",1,"201512"
"p103989",0,""
"p10399",0,""
"p103993",0,""
"p1040",1,"201603"
"p104000",0,""
"p104002",0,""
"p104005",0,""
"p104006",0,""
"p104007",0,""
"p104008",0,""
"p10401",0,""
"p104010",0,""
"p104012",0,""
"p104013",0,""
"p104014",1,"201608"
"p104015",0,""
"p104016",0,""
"p104017",0,""
"p104018",1,"201610"
"p10402",0,""
"p104020",0,""
"p104021",0,""
"p104027",0,""
"p104028",0,""
"p10403",0,""
"p104030",0,""
"p104031",0,""
"p104036",0,""
"p104038",1,"201701"
"p104040",0,""
"p104041",0,""
"p104043",0,""
"p104045",0,""
"p104046",0,""
"p104047",0,""
"p10405",0,""
"p104050",0,""
"p104053",0,""
"p10406",0,""
"p104066",0,""
"p104067",0,""
"p104069",0,""
"p10407",0,""
"p104070",0,""
"p104073",0,""
"p104077",1,"201606"
"p104080",0,""
"p104082",0,""
"p104083",0,""
"p104084",1,"201606"
"p10409",0,""
"p104094",0,""
"p104099",1,"201610"
"p104102",0,""
"p104104",0,""
"p104105",0,""
"p104106",0,""
"p104110",1,"201511"
"p104111",0,""
"p104113",0,""
"p104114",0,""
"p104118",0,""
"p104119",0,""
"p10412",0,""
"p104120",0,""
"p104122",0,""
"p104124",0,""
"p104125",0,""
"p104127",0,""
"p104129",0,""
"p104138",0,""
"p104139",0,""
"p10414",0,""
"p104142",0,""
"p104143",0,""
"p104144",0,""
"p104145",0,""
"p104148",0,""
"p104151",0,""
"p104152",0,""
"p104155",1,"201606"
"p104156",0,""
"p104158",0,""
"p104160",1,"201608"
"p104163",0,""
"p104165",0,""
"p104170",0,""
"p104171",1,"201611"
"p104175",0,""
"p104179",0,""
"p10418",0,""
"p104180",0,""
"p104190",0,""
"p104192",0,""
"p104195",0,""
"p104201",0,""
"p104208",0,""
"p104215",0,""
"p104216",0,""
"p104217",0,""
"p104219",0,""
"p104227",0,""
"p10423",1,"201702"
"p104232",0,""
"p104237",0,""
"p10424",0,""
"p104243",0,""
"p104244",0,""
"p104245",1,"201606"
"p104249",0,""
"p10425",0,""
"p104250",0,""
"p104257",0,""
"p104258",0,""
"p104263",0,""
"p104265",0,""
"p104266",0,""
"p104267",0,""
"p10427",0,""
"p104274",0,""
"p104280",0,""
"p104281",0,""
"p104286",0,""
"p104293",0,""
"p104294",0,""
"p104295",1,"201608"
"p104296",0,""
"p104298",1,"201606"
"p1043",0,""
"p104301",0,""
"p104302",0,""
"p104303",0,""
"p104307",0,""
"p104308",0,""
"p10431",0,""
"p104310",0,""
"p104311",0,""
"p104312",0,""
"p104313",0,""
"p104314",0,""
"p104316",0,""
"p10432",0,""
"p104320",0,""
"p104321",0,""
"p104323",0,""
"p104325",1,"201707"
"p104334",0,""
"p104336",0,""
"p10434",0,""
"p104341",1,"201708"
"p104349",1,"201703"
"p104350",0,""
"p104351",0,""
"p104352",1,"201603"
"p104353",1,"201707"
"p104354",0,""
"p104355",0,""
"p104356",0,""
"p104357",0,""
"p104358",1,"201707"
"p104361",1,"201707"
"p104362",0,""
"p104363",0,""
"p104365",0,""
"p104366",0,""
"p104367",0,""
"p104368",1,"201608"
"p104369",0,""
"p104371",0,""
"p104375",0,""
"p104378",0,""
"p104381",0,""
"p104388",0,""
"p104389",0,""
"p104390",0,""
"p104391",0,""
"p104392",0,""
"p104393",0,""
"p104394",0,""
"p104395",0,""
"p104396",0,""
"p104398",1,"201706"
"p104399",0,""
"p10440",0,""
"p104400",0,""
"p104402",0,""
"p104403",0,""
"p104404",1,"201608"
"p104405",1,"201606"
"p104408",0,""
"p104409",0,""
"p104410",0,""
"p104412",0,""
"p104416",0,""
"p10442",0,""
"p104422",0,""
"p104423",0,""
"p104424",0,""
"p104425",0,""
"p104426",0,""
"p104428",0,""
"p104429",0,""
"p104430",0,""
"p104434",0,""
"p104442",0,""
"p104444",0,""
"p104446",0,""
"p104447",0,""
"p104448",0,""
"p104452",0,""
"p104453",0,""
"p104463",0,""
"p104465",0,""
"p104466",0,""
"p104467",0,""
"p104470",0,""
"p104472",0,""
"p104473",0,""
"p104474",0,""
"p104476",0,""
"p104479",1,"201703"
"p104480",0,""
"p104482",0,""
"p104484",0,""
"p104485",0,""
"p104487",0,""
"p104488",0,""
"p104490",0,""
"p104491",0,""
"p104492",0,""
"p104493",0,""
"p104495",0,""
"p104496",1,"201606"
"p104500",0,""
"p104502",0,""
"p104503",1,"201702"
"p104504",0,""
"p104506",0,""
"p104507",0,""
"p104508",0,""
"p104509",0,""
"p10451",0,""
"p104511",0,""
"p104513",0,""
"p104516",0,""
"p104518",0,""
"p104519",0,""
"p104520",0,""
"p104522",0,""
"p104523",1,"201609"
"p104526",0,""
"p104529",0,""
"p104531",0,""
"p104532",0,""
"p104534",0,""
"p104535",0,""
"p104536",1,"201509"
"p104537",0,""
"p104538",0,""
"p104539",0,""
"p10454",0,""
"p104541",0,""
"p104547",1,"201610"
"p104548",0,""
"p104549",0,""
"p104552",1,"201608"
"p104556",0,""
"p104557",0,""
"p104559",0,""
"p10456",0,""
"p104562",0,""
"p104564",0,""
"p104565",0,""
"p104566",0,""
"p104567",0,""
"p104568",0,""
"p104569",0,""
"p10457",0,""
"p104576",0,""
"p104579",0,""
"p104581",0,""
"p104585",1,"201612"
"p104588",0,""
"p104596",0,""
"p104598",0,""
"p104601",0,""
"p104602",0,""
"p104603",0,""
"p104606",0,""
"p104608",0,""
"p104616",0,""
"p104619",0,""
"p10462",1,"201706"
"p104621",0,""
"p104623",0,""
"p104624",0,""
"p104626",0,""
"p104627",0,""
"p104631",0,""
"p104632",0,""
"p104633",0,""
"p104635",0,""
"p104637",0,""
"p10464",0,""
"p104641",1,"201611"
"p104643",1,"201606"
"p104644",0,""
"p104646",0,""
"p104647",0,""
"p10465",0,""
"p104650",0,""
"p104652",0,""
"p104653",0,""
"p104656",0,""
"p104657",0,""
"p104659",0,""
"p104660",0,""
"p104661",0,""
"p104662",0,""
"p104666",0,""
"p104670",0,""
"p104675",1,"201606"
"p104679",0,""
"p10468",0,""
"p104680",0,""
"p104682",0,""
"p104683",0,""
"p104684",0,""
"p104689",1,"201606"
"p10469",0,""
"p104693",0,""
"p104698",0,""
"p10470",0,""
"p104702",0,""
"p104704",0,""
"p104708",1,"201607"
"p104709",0,""
"p104710",1,"201606"
"p104711",0,""
"p104713",1,"201707"
"p104714",0,""
"p104718",0,""
"p104722",0,""
"p104726",0,""
"p104727",1,"201702"
"p104734",0,""
"p104737",0,""
"p104739",0,""
"p10474",0,""
"p104741",0,""
"p104742",0,""
"p104744",0,""
"p104745",0,""
"p104747",0,""
"p104748",0,""
"p104749",1,"201606"
"p10475",0,""
"p104755",0,""
"p104760",0,""
"p104761",0,""
"p104762",0,""
"p104763",0,""
"p104766",1,"201705"
"p104768",0,""
"p10477",0,""
"p104774",0,""
"p104775",0,""
"p104778",0,""
"p104779",0,""
"p10479",0,""
"p104794",0,""
"p10480",0,""
"p104800",0,""
"p104802",0,""
"p104805",1,"201606"
"p104806",0,""
"p104809",0,""
"p104810",0,""
"p104811",0,""
"p104817",0,""
"p10482",0,""
"p104820",1,"201608"
"p104822",0,""
"p104823",1,"201605"
"p104826",0,""
"p104830",0,""
"p104832",0,""
"p104838",0,""
"p10484",0,""
"p104840",0,""
"p104842",0,""
"p104843",0,""
"p104844",0,""
"p104848",0,""
"p104849",0,""
"p104850",0,""
"p104852",0,""
"p104853",0,""
"p104855",0,""
"p104858",0,""
"p104862",0,""
"p104866",0,""
"p104867",0,""
"p104868",0,""
"p104869",1,"201707"
"p104870",0,""
"p104871",0,""
"p104873",1,"201707"
"p104874",1,"201608"
"p104876",0,""
"p10488",0,""
"p104880",0,""
"p104885",0,""
"p104887",0,""
"p10489",0,""
"p104892",1,"201707"
"p104898",0,""
"p104899",0,""
"p1049",1,"201610"
"p10490",0,""
"p104902",0,""
"p104904",0,""
"p104907",0,""
"p104908",0,""
"p104909",1,"201608"
"p104911",0,""
"p104913",0,""
"p104917",0,""
"p104919",1,"201707"
"p104925",0,""
"p104935",0,""
"p104937",0,""
"p104940",1,"201704"
"p104943",0,""
"p104945",0,""
"p104946",1,"201608"
"p104948",0,""
"p104949",0,""
"p10495",0,""
"p104953",1,"201707"
"p104954",0,""
"p104960",1,"201606"
"p104963",0,""
"p104965",0,""
"p104968",0,""
"p10497",0,""
"p104973",1,"201608"
"p104977",1,"201512"
"p104978",0,""
"p10498",0,""
"p104986",0,""
"p104989",0,""
"p10499",0,""
"p104993",0,""
"p104995",0,""
"p104998",0,""
"p10500",1,"201608"
"p105005",0,""
"p105007",0,""
"p10501",0,""
"p105011",0,""
"p105016",1,"201607"
"p105017",0,""
"p105018",0,""
"p10502",0,""
"p105020",0,""
"p105022",0,""
"p105023",1,"201606"
"p105026",0,""
"p105028",0,""
"p105030",0,""
"p105031",0,""
"p105033",0,""
"p105034",0,""
"p105036",0,""
"p105040",0,""
"p105050",0,""
"p105051",0,""
"p105052",0,""
"p105054",0,""
"p105055",0,""
"p105057",0,""
"p105058",0,""
"p105061",0,""
"p105062",0,""
"p105063",0,""
"p105067",0,""
"p105068",0,""
"p105069",0,""
"p10507",0,""
"p105072",0,""
"p105073",0,""
"p105075",0,""
"p105079",0,""
"p105082",0,""
"p105083",0,""
"p105084",1,"201509"
"p105085",1,"201606"
"p105087",0,""
"p105088",0,""
"p10509",0,""
"p105091",0,""
"p105092",0,""
"p105096",0,""
"p105097",0,""
"p105099",0,""
"p1051",0,""
"p10510",0,""
"p105100",1,"201707"
"p105102",0,""
"p105104",0,""
"p105106",0,""
"p105110",0,""
"p105112",0,""
"p105113",0,""
"p105115",0,""
"p105117",0,""
"p105118",0,""
"p105119",0,""
"p10512",1,"201608"
"p105122",0,""
"p105123",0,""
"p10513",1,"201606"
"p105130",0,""
"p105132",0,""
"p105134",0,""
"p105137",0,""
"p105142",0,""
"p105145",0,""
"p105149",0,""
"p10515",0,""
"p105150",0,""
"p105151",0,""
"p10516",1,"201707"
"p105162",0,""
"p105165",1,"201605"
"p105169",1,"201611"
"p105170",0,""
"p105171",0,""
"p105175",0,""
"p105177",0,""
"p105178",0,""
"p105179",0,""
"p105181",0,""
"p105184",0,""
"p105185",0,""
"p105189",1,"201510"
"p10519",0,""
"p105193",0,""
"p105194",0,""
"p105195",0,""
"p10520",0,""
"p105205",0,""
"p105206",0,""
"p105208",0,""
"p105209",1,"201707"
"p105210",0,""
"p105211",0,""
"p105213",0,""
"p105214",0,""
"p105215",0,""
"p105218",0,""
"p105220",1,"201708"
"p105221",0,""
"p105223",0,""
"p10523",0,""
"p105230",0,""
"p105232",0,""
"p105233",0,""
"p105234",1,"201607"
"p105235",0,""
"p105236",0,""
"p105238",0,""
"p105239",0,""
"p10524",0,""
"p105240",0,""
"p105241",0,""
"p105247",0,""
"p105248",0,""
"p10525",0,""
"p105252",1,"201604"
"p105254",0,""
"p105256",0,""
"p105257",0,""
"p105259",0,""
"p105260",0,""
"p105261",0,""
"p105264",0,""
"p105270",0,""
"p105275",0,""
"p105276",0,""
"p105277",0,""
"p105278",0,""
"p105279",0,""
"p105280",0,""
"p105281",0,""
"p105286",0,""
"p105289",0,""
"p10529",0,""
"p105291",0,""
"p105294",0,""
"p105296",1,"201608"
"p105300",0,""
"p105303",0,""
"p105305",0,""
"p105308",0,""
"p105310",0,""
"p105315",0,""
"p105316",0,""
"p105317",1,"201607"
"p105319",0,""
"p10532",0,""
"p105320",0,""
"p105322",0,""
"p105325",1,"201708"
"p10533",0,""
"p105332",0,""
"p105334",0,""
"p105335",0,""
"p105336",0,""
"p105338",0,""
"p105339",1,"201707"
"p10534",1,"201606"
"p105346",0,""
"p105347",0,""
"p105349",0,""
"p105351",0,""
"p105352",0,""
"p105353",1,"201607"
"p105354",0,""
"p105355",1,"201608"
"p105356",0,""
"p105357",0,""
"p105358",0,""
"p105362",0,""
"p105367",0,""
"p105368",0,""
"p10537",0,""
"p105371",1,"201708"
"p105373",0,""
"p105375",0,""
"p105376",0,""
"p10538",1,"201606"
"p105380",0,""
"p105382",1,"201607"
"p105384",0,""
"p105387",0,""
"p105388",0,""
"p105390",0,""
"p105392",0,""
"p105397",1,"201608"
"p105399",0,""
"p1054",0,""
"p10540",0,""
"p105400",0,""
"p105401",0,""
"p105402",0,""
"p105404",0,""
"p105406",0,""
"p105410",0,""
"p105411",0,""
"p105412",0,""
"p105413",0,""
"p105414",0,""
"p105417",0,""
"p105419",0,""
"p105423",0,""
"p105426",0,""
"p105428",0,""
"p105429",0,""
"p105430",0,""
"p105431",1,"201707"
"p105432",0,""
"p105434",0,""
"p105438",0,""
"p105445",0,""
"p105446",0,""
"p105447",0,""
"p105450",0,""
"p105452",1,"201707"
"p105453",0,""
"p105456",0,""
"p105459",0,""
"p10546",0,""
"p105460",0,""
"p105461",0,""
"p105464",0,""
"p105466",0,""
"p105468",0,""
"p105475",0,""
"p105476",0,""
"p105478",0,""
"p105479",1,"201705"
"p105481",1,"201607"
"p105486",0,""
"p105491",0,""
"p105492",0,""
"p105495",0,""
"p105496",0,""
"p105498",0,""
"p105499",0,""
"p105500",0,""
"p105503",0,""
"p105504",0,""
"p105505",0,""
"p105506",1,"201605"
"p105509",0,""
"p105510",0,""
"p105511",0,""
"p105514",0,""
"p105515",0,""
"p105516",0,""
"p105517",0,""
"p105518",0,""
"p105519",0,""
"p105520",0,""
"p105521",0,""
"p105522",0,""
"p105525",0,""
"p105526",0,""
"p105528",0,""
"p105531",0,""
"p105533",0,""
"p105535",1,"201607"
"p105536",0,""
"p105537",0,""
"p105541",0,""
"p105542",0,""
"p105544",0,""
"p10555",0,""
"p105551",0,""
"p105553",0,""
"p105555",0,""
"p105557",0,""
"p105558",1,"201607"
"p105559",0,""
"p105560",0,""
"p105562",0,""
"p105563",0,""
"p105566",0,""
"p105569",0,""
"p105570",0,""
"p105572",0,""
"p105576",1,"201612"
"p105580",0,""
"p105583",0,""
"p10559",0,""
"p105591",0,""
"p105592",0,""
"p105593",0,""
"p105594",1,"201609"
"p105599",0,""
"p10560",0,""
"p105600",0,""
"p105602",0,""
"p105603",0,""
"p105606",0,""
"p10561",0,""
"p105610",0,""
"p105611",0,""
"p105612",0,""
"p105613",1,"201707"
"p105615",0,""
"p105616",0,""
"p105618",0,""
"p105620",0,""
"p105621",0,""
"p105624",0,""
"p105625",0,""
"p105628",1,"201708"
"p105629",0,""
"p105630",1,"201607"
"p105633",0,""
"p105634",0,""
"p105635",0,""
"p105636",0,""
"p105640",0,""
"p105643",0,""
"p105645",0,""
"p105646",0,""
"p10565",0,""
"p105651",0,""
"p105653",0,""
"p105657",0,""
"p105658",0,""
"p10566",0,""
"p105660",0,""
"p105661",0,""
"p105664",0,""
"p105669",0,""
"p10567",0,""
"p105671",0,""
"p105673",0,""
"p105675",0,""
"p105676",0,""
"p105677",0,""
"p105679",0,""
"p10568",0,""
"p105680",0,""
"p105682",0,""
"p105689",0,""
"p105690",0,""
"p105692",0,""
"p105693",0,""
"p105695",0,""
"p105696",0,""
"p1057",0,""
"p105700",0,""
"p105706",0,""
"p105707",0,""
"p105709",0,""
"p105710",0,""
"p105715",0,""
"p105717",0,""
"p105720",0,""
"p105721",0,""
"p105723",0,""
"p105725",0,""
"p105726",0,""
"p105728",0,""
"p105729",0,""
"p10573",0,""
"p105731",0,""
"p105732",0,""
"p105733",0,""
"p105734",0,""
"p105736",0,""
"p105738",0,""
"p10574",0,""
"p105740",1,"201708"
"p105741",0,""
"p105742",0,""
"p105744",0,""
"p105746",0,""
"p105747",0,""
"p105748",1,"201606"
"p105752",0,""
"p105753",0,""
"p105754",1,"201607"
"p105759",0,""
"p105760",0,""
"p105761",0,""
"p105763",0,""
"p105764",0,""
"p105767",0,""
"p105769",0,""
"p105771",1,"201707"
"p105775",0,""
"p105776",0,""
"p105778",0,""
"p105779",0,""
"p10578",0,""
"p105780",0,""
"p105782",0,""
"p105785",0,""
"p105787",0,""
"p105789",0,""
"p105792",0,""
"p105793",0,""
"p105794",0,""
"p1058",0,""
"p105801",0,""
"p105802",0,""
"p105805",1,"201610"
"p105807",0,""
"p105808",0,""
"p105809",1,"201607"
"p105812",0,""
"p105813",1,"201607"
"p105814",0,""
"p105815",0,""
"p105817",0,""
"p105819",0,""
"p105820",0,""
"p105821",0,""
"p105822",0,""
"p105826",0,""
"p105829",0,""
"p105836",0,""
"p105837",0,""
"p105838",0,""
"p105839",1,"201511"
"p105840",0,""
"p105842",0,""
"p105847",0,""
"p105848",1,"201707"
"p105852",0,""
"p105853",0,""
"p105854",1,"201605"
"p105858",0,""
"p105861",0,""
"p105862",0,""
"p105865",0,""
"p105866",0,""
"p105867",1,"201610"
"p105869",0,""
"p10587",0,""
"p105871",0,""
"p105873",0,""
"p105875",0,""
"p105878",0,""
"p10588",0,""
"p105881",0,""
"p105884",0,""
"p105885",0,""
"p105886",0,""
"p105888",0,""
"p10589",0,""
"p105890",0,""
"p105892",0,""
"p105893",0,""
"p105894",0,""
"p105895",0,""
"p105897",0,""
"p105898",0,""
"p10590",0,""
"p105901",0,""
"p105902",0,""
"p105903",0,""
"p105905",0,""
"p105906",0,""
"p105907",0,""
"p105917",1,"201606"
"p105918",0,""
"p105919",0,""
"p105923",0,""
"p105927",0,""
"p105929",0,""
"p105931",0,""
"p105933",0,""
"p105935",0,""
"p105936",0,""
"p105941",0,""
"p105942",0,""
"p105951",0,""
"p105952",0,""
"p105954",0,""
"p10596",0,""
"p105961",0,""
"p105962",1,"201607"
"p105964",0,""
"p105965",0,""
"p105966",0,""
"p105967",0,""
"p105968",1,"201607"
"p10597",1,"201707"
"p105972",0,""
"p105974",1,"201611"
"p105976",0,""
"p105978",1,"201707"
"p105980",0,""
"p105981",0,""
"p105983",0,""
"p105985",0,""
"p105986",0,""
"p105991",1,"201607"
"p105993",0,""
"p105995",0,""
"p105996",1,"201607"
"p105997",0,""
"p106",0,""
"p106005",0,""
"p106007",0,""
"p10601",0,""
"p106013",1,"201705"
"p106015",0,""
"p106016",0,""
"p106018",1,"201607"
"p10602",1,"201608"
"p106029",0,""
"p106030",0,""
"p106032",1,"201607"
"p106034",0,""
"p106036",0,""
"p106037",0,""
"p106038",0,""
"p106040",0,""
"p106042",0,""
