EID,ADDTYPE,BEGINDATE,EXPIRYDATE
p211466,1,2015年2月,2020年2月
p211897,1,2014年2月,2019年2月
p212023,1,2014年2月,2019年2月
p212266,1,2009年5月,2014年5月
p21240,1,2014年5月,2019年5月
p212487,1,2010年5月,2015年5月
p21255,1,2011年5月,2016年5月
p213169,1,2013年2月,2018年2月
p213277,1,2012年5月,2017年5月
p213344,1,2014年2月,2019年2月
p213421,1,2013年5月,2018年5月
p213662,1,2008年2月,2013年2月
p213950,1,2011年5月,2016年5月
p214250,1,2008年2月,2013年2月
p214250,1,2014年2月,2019年2月
p214266,1,2008年5月,2013年5月
p214275,1,2009年5月,2014年5月
p214286,1,2015年5月,2020年5月
p214291,1,2009年5月,2014年5月
p214291,1,2015年5月,2020年5月
p214311,1,2015年8月,2020年8月
p21469,1,2012年2月,2017年2月
p214858,1,2008年2月,2013年2月
p214858,1,2014年2月,2019年2月
p215097,1,2012年2月,2017年2月
p215228,1,2011年5月,2016年5月
p215526,1,2011年5月,2016年5月
p215546,1,2012年5月,2017年5月
p216071,1,2013年5月,2018年5月
p216172,1,2015年5月,2020年5月
p216592,1,2013年2月,2018年2月
p216608,1,2009年5月,2014年5月
p216608,1,2015年2月,2020年2月
p216693,1,2015年2月,2020年2月
p217137,1,2013年2月,2018年2月
p217231,1,2010年5月,2015年5月
p217403,1,2014年2月,2019年2月
p217784,1,2015年5月,2020年5月
p217845,1,2009年5月,2014年5月
p218137,1,2014年2月,2019年2月
p218284,1,2012年2月,2017年2月
p218429,1,2013年2月,2018年2月
p218468,1,2015年5月,2020年5月
p218521,1,2015年5月,2020年5月
p218764,1,2015年5月,2020年5月
p21883,1,2010年2月,2015年2月
p21930,1,2011年5月,2016年5月
p219403,1,2009年5月,2014年5月
p219403,1,2015年5月,2020年5月
p219467,1,2014年2月,2019年2月
p219504,1,2009年2月,2014年2月
p219541,1,2009年5月,2014年5月
p219555,1,2012年5月,2017年5月
p21971,1,2013年2月,2018年2月
p220433,1,2010年2月,2015年2月
p220433,1,2014年5月,2019年5月
p220452,1,2008年2月,2013年2月
p220452,1,2014年5月,2019年5月
p220773,1,2012年5月,2017年5月
p221099,1,2010年2月,2015年2月
p221290,1,2009年8月,2014年8月
p221290,1,2015年5月,2020年5月
p221652,1,2012年2月,2017年2月
p221809,1,2015年2月,2020年2月
p221911,1,2015年2月,2020年2月
p222067,1,2008年2月,2013年2月
p222067,1,2012年2月,2017年2月
p222132,1,2013年2月,2018年2月
p222258,1,2012年5月,2017年5月
p22236,1,2008年2月,2013年2月
p22236,1,2014年2月,2019年2月
p222691,1,2015年2月,2020年2月
p222698,1,2014年5月,2019年5月
p223253,1,2015年5月,2020年5月
p223466,1,2015年5月,2020年5月
p223523,1,2008年2月,2013年2月
p223523,1,2015年5月,2020年5月
p223718,1,2015年2月,2020年2月
p223759,1,2008年2月,2013年2月
p223759,1,2014年5月,2019年5月
p223854,1,2008年2月,2013年2月
p223854,1,2014年2月,2019年2月
p223877,1,2013年5月,2018年5月
p223899,1,2008年2月,2013年2月
p223899,1,2014年5月,2019年5月
p224210,1,2008年5月,2013年5月
p224210,1,2015年5月,2020年5月
p224313,1,2015年5月,2020年5月
p224339,1,2012年5月,2017年5月
p224449,1,2015年5月,2020年5月
p224452,1,2009年8月,2014年8月
p224452,1,2015年5月,2020年5月
p224528,1,2012年2月,2017年2月
p224536,1,2013年2月,2018年2月
p224547,1,2015年5月,2020年5月
p224576,1,2015年2月,2020年2月
p224713,1,2014年2月,2019年2月
p224745,1,2010年5月,2015年5月
p224751,1,2009年5月,2014年5月
p224751,1,2015年5月,2020年5月
p224874,1,2008年2月,2013年2月
p224874,1,2014年2月,2019年2月
p224904,1,2008年2月,2013年2月
p225577,1,2010年5月,2015年5月
p225720,1,2012年5月,2017年5月
p225792,1,2014年5月,2019年5月
p226202,1,2009年2月,2014年2月
p226202,1,2015年5月,2020年5月
p226341,1,2014年2月,2019年2月
p22640,1,2014年5月,2019年5月
p226539,1,2011年2月,2016年2月
p226572,1,2012年5月,2017年5月
p226586,1,2015年5月,2020年5月
p226967,1,2015年5月,2020年5月
p22711,1,2010年5月,2015年5月
p227150,1,2015年8月,2020年8月
p227328,1,2008年2月,2013年2月
p227328,1,2014年2月,2019年2月
p227356,1,2015年2月,2020年2月
p227442,1,2015年5月,2020年5月
p227537,1,2013年2月,2018年2月
p227671,1,2013年2月,2018年2月
p227689,1,2011年8月,2016年8月
p227765,1,2009年5月,2014年5月
p227931,1,2010年5月,2015年5月
p228048,1,2014年2月,2019年2月
p228118,1,2013年5月,2018年5月
p228178,1,2008年2月,2013年2月
p228178,1,2014年2月,2019年2月
p228190,1,2013年2月,2018年2月
p228195,1,2011年8月,2016年8月
p228351,1,2012年2月,2017年2月
p228381,1,2013年2月,2018年2月
p228389,1,2013年5月,2018年5月
p228475,1,2014年2月,2019年2月
p228652,1,2011年5月,2016年5月
p228756,1,2008年2月,2013年2月
p228756,1,2014年5月,2019年5月
p228878,1,2008年2月,2013年2月
p228878,1,2014年5月,2019年5月
p228916,1,2015年5月,2020年5月
p228982,1,2010年2月,2015年2月
p229009,1,2010年2月,2015年2月
p229016,1,2012年5月,2017年5月
p229161,1,2014年2月,2019年2月
p229391,1,2012年5月,2017年5月
p229433,1,2008年2月,2013年2月
p229433,1,2014年5月,2019年5月
p23017,1,2014年2月,2019年2月
p23125,1,2011年5月,2016年5月
p23252,1,2011年8月,2016年8月
p23451,1,2012年2月,2017年2月
p23894,1,2011年5月,2016年5月
p23907,1,2009年2月,2014年2月
p23907,1,2015年5月,2020年5月
p2414,1,2014年2月,2019年2月
p24286,1,2008年5月,2013年5月
p24846,1,2013年5月,2018年5月
p24983,1,2012年5月,2017年5月
p25273,1,2012年5月,2017年5月
p25448,1,2011年5月,2016年5月
p25597,1,2011年5月,2016年5月
p25660,1,2014年2月,2019年2月
p25743,1,2015年5月,2020年5月
p25757,1,2012年5月,2017年5月
p26472,1,2015年8月,2020年8月
p26477,1,2009年2月,2014年2月
p26477,1,2015年2月,2020年2月
p26560,1,2013年5月,2018年5月
p26571,1,2015年5月,2020年5月
p26600,1,2010年5月,2015年5月
p26600,1,2014年2月,2019年2月
p26641,1,2013年2月,2018年2月
p26716,1,2011年8月,2016年8月
p26790,1,2014年2月,2019年2月
p26826,1,2013年5月,2018年5月
p27037,1,2013年2月,2018年2月
p27417,1,2012年2月,2017年2月
p27575,1,2009年8月,2014年8月
p27576,1,2014年5月,2019年5月
p27678,1,2008年2月,2013年2月
p27776,1,2011年5月,2016年5月
p27808,1,2013年2月,2018年2月
p2785,1,2011年8月,2016年8月
p2785,1,2015年2月,2020年2月
p27960,1,2013年2月,2018年2月
p27975,1,2013年5月,2018年5月
p28152,1,2013年2月,2018年2月
p28176,1,2010年5月,2015年5月
p28283,1,2014年2月,2019年2月
p28309,1,2015年5月,2020年5月
p28316,1,2013年2月,2018年2月
p28365,1,2013年5月,2018年5月
p28538,1,2013年5月,2018年5月
p28723,1,2014年5月,2019年5月
p28752,1,2010年5月,2015年5月
p28752,1,2012年2月,2017年2月
p28983,1,2012年5月,2017年5月
p28988,1,2009年2月,2014年2月
p28988,1,2015年5月,2020年5月
p29008,1,2011年5月,2016年5月
p29119,1,2015年8月,2020年8月
p29349,1,2010年5月,2015年5月
p29385,1,2015年8月,2020年8月
p30536,1,2015年5月,2020年5月
p30551,1,2014年2月,2019年2月
p30714,1,2015年8月,2020年8月
p30749,1,2015年5月,2020年5月
p309,1,2013年5月,2018年5月
p30961,1,2014年2月,2019年2月
p31239,1,2009年5月,2014年5月
p31239,1,2015年5月,2020年5月
p31440,1,2014年2月,2019年2月
p32390,1,2013年2月,2018年2月
p32495,1,2015年2月,2020年2月
p32924,1,2014年2月,2019年2月
p32983,1,2015年5月,2020年5月
p33031,1,2013年5月,2018年5月
p33062,1,2011年5月,2016年5月
p33133,1,2009年8月,2014年8月
p3319,1,2012年2月,2017年2月
p33269,1,2015年2月,2020年2月
p33471,1,2015年5月,2020年5月
p33501,1,2015年2月,2020年2月
p33524,1,2012年5月,2017年5月
p33623,1,2012年2月,2017年2月
p33692,1,2014年5月,2019年5月
p33709,1,2012年5月,2017年5月
p33781,1,2012年5月,2017年5月
p33857,1,2014年5月,2019年5月
p34008,1,2009年8月,2014年8月
p34008,1,2015年5月,2020年5月
p34053,1,2012年2月,2017年2月
p34107,1,2015年5月,2020年5月
p34130,1,2012年5月,2017年5月
p34363,1,2013年5月,2018年5月
p34474,1,2013年5月,2018年5月
p34576,1,2011年5月,2016年5月
p3468,1,2012年5月,2017年5月
p35331,1,2010年5月,2015年5月
p3545,1,2011年8月,2016年8月
p3558,1,2010年2月,2015年2月
p35721,1,2008年5月,2013年5月
p35987,1,2015年5月,2020年5月
p35998,1,2014年2月,2019年2月
p36055,1,2015年2月,2020年2月
p36439,1,2015年2月,2020年2月
p36473,1,2013年5月,2018年5月
p36524,1,2009年2月,2014年2月
p36524,1,2013年5月,2018年5月
p3754,1,2010年2月,2015年2月
p37581,1,2009年5月,2014年5月
p37581,1,2015年5月,2020年5月
p37788,1,2015年8月,2020年8月
p38298,1,2013年2月,2018年2月
p38465,1,2012年2月,2017年2月
p3847,1,2011年8月,2016年8月
p38593,1,2008年2月,2013年2月
p38995,1,2008年2月,2013年2月
p38995,1,2014年2月,2019年2月
p39024,1,2015年2月,2020年2月
p39103,1,2008年2月,2013年2月
p39103,1,2014年5月,2019年5月
p39156,1,2014年2月,2019年2月
p39166,1,2014年2月,2019年2月
p39224,1,2009年2月,2014年2月
p39248,1,2012年2月,2017年2月
p39418,1,2014年5月,2019年5月
p39529,1,2015年5月,2020年5月
p40135,1,2015年2月,2020年2月
p40173,1,2012年5月,2017年5月
p40411,1,2014年2月,2019年2月
p40693,1,2008年5月,2013年5月
p40693,1,2014年2月,2019年2月
p40790,1,2009年2月,2014年2月
p40856,1,2008年2月,2013年2月
p40856,1,2014年5月,2019年5月
p40978,1,2014年2月,2019年2月
p41385,1,2014年2月,2019年2月
p41466,1,2014年5月,2019年5月
p41589,1,2012年5月,2017年5月
p41815,1,2011年5月,2016年5月
p42015,1,2008年5月,2013年5月
p42319,1,2013年5月,2018年5月
p42412,1,2010年5月,2015年5月
p42639,1,2009年2月,2014年2月
p42675,1,2011年5月,2016年5月
p42693,1,2014年2月,2019年2月
p43007,1,2015年5月,2020年5月
p4329,1,2015年2月,2020年2月
p43328,1,2008年5月,2013年5月
p43328,1,2014年2月,2019年2月
p43556,1,2015年2月,2020年2月
p4378,1,2010年5月,2015年5月
p4378,1,2014年5月,2019年5月
p43973,1,2008年2月,2013年2月
p43973,1,2014年2月,2019年2月
p44004,1,2010年5月,2015年5月
p44198,1,2012年2月,2017年2月
p44504,1,2015年5月,2020年5月
p44555,1,2015年5月,2020年5月
p44901,1,2015年2月,2020年2月
p45237,1,2012年5月,2017年5月
p45370,1,2014年2月,2019年2月
p45427,1,2009年5月,2014年5月
p45427,1,2015年5月,2020年5月
p45525,1,2009年8月,2014年8月
p45525,1,2015年2月,2020年2月
p45638,1,2008年5月,2013年5月
p45638,1,2014年2月,2019年2月
p45671,1,2014年5月,2019年5月
p45886,1,2012年5月,2017年5月
p45913,1,2010年5月,2015年5月
p45913,1,2014年2月,2019年2月
p46015,1,2013年2月,2018年2月
p46171,1,2008年2月,2013年2月
p46171,1,2012年5月,2017年5月
p46185,1,2008年5月,2013年5月
p46185,1,2014年2月,2019年2月
p46327,1,2008年2月,2013年2月
p46327,1,2014年2月,2019年2月
p46457,1,2015年2月,2020年2月
p46617,1,2014年5月,2019年5月
p46682,1,2013年2月,2018年2月
p46826,1,2010年5月,2015年5月
p46826,1,2014年2月,2019年2月
p47812,1,2009年2月,2014年2月
p48245,1,2014年2月,2019年2月
p48380,1,2008年2月,2013年2月
p48444,1,2015年8月,2020年8月
p48483,1,2015年5月,2020年5月
p48599,1,2015年5月,2020年5月
p48884,1,2012年5月,2017年5月
p48917,1,2009年5月,2014年5月
p49000,1,2013年5月,2018年5月
p49191,1,2013年2月,2018年2月
p49269,1,2008年2月,2013年2月
p49269,1,2015年5月,2020年5月
p49417,1,2013年2月,2018年2月
p49934,1,2013年2月,2018年2月
p49985,1,2015年2月,2020年2月
p50132,1,2015年5月,2020年5月
p50157,1,2014年5月,2019年5月
p50323,1,2015年2月,2020年2月
p50534,1,2014年2月,2019年2月
p50997,1,2008年2月,2013年2月
p50997,1,2014年5月,2019年5月
p5240,1,2015年2月,2020年2月
p52568,1,2014年5月,2019年5月
p52805,1,2008年5月,2013年5月
p52805,1,2014年2月,2019年2月
p52847,1,2011年5月,2016年5月
p53003,1,2014年2月,2019年2月
p53280,1,2013年2月,2018年2月
p53546,1,2012年5月,2017年5月
p5371,1,2008年5月,2013年5月
p5371,1,2014年2月,2019年2月
p54109,1,2015年5月,2020年5月
p54115,1,2009年2月,2014年2月
p54159,1,2014年2月,2019年2月
p54600,1,2010年5月,2015年5月
p54793,1,2008年2月,2013年2月
p54824,1,2015年5月,2020年5月
p55190,1,2008年5月,2013年5月
p55295,1,2010年5月,2015年5月
p55419,1,2015年8月,2020年8月
p55450,1,2010年5月,2015年5月
p55470,1,2014年5月,2019年5月
p55956,1,2011年5月,2016年5月
p5598,1,2009年8月,2014年8月
p5598,1,2015年5月,2020年5月
p56241,1,2015年5月,2020年5月
p56282,1,2014年5月,2019年5月
p5646,1,2008年2月,2013年2月
p5646,1,2009年8月,2014年8月
p5646,1,2012年2月,2017年2月
p5646,1,2013年5月,2018年5月
p56571,1,2013年5月,2018年5月
p56744,1,2013年2月,2018年2月
p56930,1,2010年5月,2015年5月
p56930,1,2014年5月,2019年5月
p57263,1,2009年8月,2014年8月
p57428,1,2008年2月,2013年2月
p57456,1,2015年2月,2020年2月
p57517,1,2014年2月,2019年2月
p57948,1,2010年8月,2015年8月
p57982,1,2009年2月,2014年2月
p58009,1,2013年2月,2018年2月
p58055,1,2009年5月,2014年5月
p58055,1,2015年5月,2020年5月
p58349,1,2008年5月,2013年5月
p58349,1,2014年2月,2019年2月
p58848,1,2015年5月,2020年5月
p58948,1,2015年8月,2020年8月
p59299,1,2009年2月,2014年2月
p59697,1,2014年2月,2019年2月
p5991,1,2009年2月,2014年2月
p5991,1,2015年5月,2020年5月
p59917,1,2008年5月,2013年5月
p59917,1,2014年2月,2019年2月
p60142,1,2015年8月,2020年8月
p60324,1,2014年2月,2019年2月
p60377,1,2014年2月,2019年2月
p60552,1,2015年5月,2020年5月
p60616,1,2008年2月,2013年2月
p60616,1,2014年2月,2019年2月
p60630,1,2013年5月,2018年5月
p60643,1,2012年5月,2017年5月
p60681,1,2013年5月,2018年5月
p60744,1,2009年2月,2014年2月
p60744,1,2015年5月,2020年5月
p60755,1,2013年2月,2018年2月
p60787,1,2014年2月,2019年2月
p60840,1,2008年2月,2013年2月
p60840,1,2014年2月,2019年2月
p60940,1,2009年5月,2014年5月
p60940,1,2015年5月,2020年5月
p61175,1,2014年2月,2019年2月
p61905,1,2015年2月,2020年2月
p61930,1,2008年2月,2013年2月
p61930,1,2014年5月,2019年5月
p61956,1,2014年2月,2019年2月
p61964,1,2015年8月,2020年8月
p62039,1,2013年5月,2018年5月
p62084,1,2015年2月,2020年2月
p62100,1,2014年5月,2019年5月
p62148,1,2015年2月,2020年2月
p62525,1,2015年5月,2020年5月
p62897,1,2008年2月,2013年2月
p62897,1,2014年5月,2019年5月
p63003,1,2010年2月,2015年2月
p63040,1,2012年5月,2017年5月
p63162,1,2014年2月,2019年2月
p63344,1,2015年5月,2020年5月
p63484,1,2015年2月,2020年2月
p6358,1,2009年2月,2014年2月
p6364,1,2008年2月,2013年2月
p6367,1,2008年2月,2013年2月
p6367,1,2014年2月,2019年2月
p64215,1,2012年5月,2017年5月
p64336,1,2011年5月,2016年5月
p64336,1,2015年8月,2020年8月
p64488,1,2008年2月,2013年2月
p64488,1,2014年2月,2019年2月
p64702,1,2013年2月,2018年2月
p65001,1,2011年5月,2016年5月
p65163,1,2010年2月,2015年2月
p65218,1,2008年5月,2013年5月
p65218,1,2014年2月,2019年2月
p65304,1,2010年5月,2015年5月
p66127,1,2010年5月,2015年5月
p66191,1,2012年2月,2017年2月
p6627,1,2014年2月,2019年2月
p66423,1,2009年2月,2014年2月
p66423,1,2013年2月,2018年2月
p66441,1,2008年2月,2013年2月
p66748,1,2008年2月,2013年2月
p67635,1,2008年2月,2013年2月
p67635,1,2014年5月,2019年5月
p6779,1,2013年5月,2018年5月
p67834,1,2009年8月,2014年8月
p67943,1,2010年5月,2015年5月
p68249,1,2015年5月,2020年5月
p68377,1,2013年2月,2018年2月
p68782,1,2013年2月,2018年2月
p68910,1,2015年5月,2020年5月
p69049,1,2015年5月,2020年5月
p69153,1,2010年2月,2015年2月
p69309,1,2011年5月,2016年5月
p69835,1,2014年2月,2019年2月
p69872,1,2012年5月,2017年5月
p70366,1,2009年8月,2014年8月
p70366,1,2015年5月,2020年5月
p70491,1,2010年2月,2015年2月
p71151,1,2011年2月,2016年2月
p7119,1,2009年5月,2014年5月
p7119,1,2015年2月,2020年2月
p71225,1,2014年2月,2019年2月
p71434,1,2012年5月,2017年5月
p71708,1,2010年2月,2015年2月
p71803,1,2015年2月,2020年2月
p71810,1,2012年2月,2017年2月
p71846,1,2009年2月,2014年2月
p72136,1,2015年5月,2020年5月
p72148,1,2013年5月,2018年5月
p72153,1,2008年2月,2013年2月
p72153,1,2014年2月,2019年2月
p72188,1,2009年2月,2014年2月
p72188,1,2015年5月,2020年5月
p7230,1,2013年5月,2018年5月
p72493,1,2008年2月,2013年2月
p72493,1,2014年2月,2019年2月
p73039,1,2014年2月,2019年2月
p73155,1,2013年5月,2018年5月
p73420,1,2013年5月,2018年5月
p73642,1,2015年2月,2020年2月
p73646,1,2011年5月,2016年5月
p7369,1,2013年5月,2018年5月
p73918,1,2015年2月,2020年2月
p74021,1,2014年5月,2019年5月
p74105,1,2014年2月,2019年2月
p74284,1,2015年2月,2020年2月
p74555,1,2013年5月,2018年5月
p7474,1,2015年5月,2020年5月
p74813,1,2014年5月,2019年5月
p75047,1,2010年2月,2015年2月
p75638,1,2012年5月,2017年5月
p75678,1,2014年5月,2019年5月
p75980,1,2009年5月,2014年5月
p7600,1,2011年5月,2016年5月
p76271,1,2015年5月,2020年5月
p76688,1,2014年2月,2019年2月
p76971,1,2014年2月,2019年2月
p76998,1,2015年8月,2020年8月
p77353,1,2009年5月,2014年5月
p77353,1,2015年5月,2020年5月
p7749,1,2013年2月,2018年2月
p77573,1,2010年2月,2015年2月
p77644,1,2013年5月,2018年5月
p77653,1,2014年2月,2019年2月
p77715,1,2010年5月,2015年5月
p77796,1,2009年5月,2014年5月
p77796,1,2013年5月,2018年5月
p77831,1,2015年5月,2020年5月
p77881,1,2013年5月,2018年5月
p77890,1,2009年2月,2014年2月
p77890,1,2015年8月,2020年8月
p77972,1,2015年5月,2020年5月
p78089,1,2013年2月,2018年2月
p78232,1,2008年5月,2013年5月
p78232,1,2014年2月,2019年2月
p78280,1,2010年5月,2015年5月
p78649,1,2015年5月,2020年5月
p78840,1,2014年2月,2019年2月
p79089,1,2013年5月,2018年5月
p79342,1,2008年5月,2013年5月
p79342,1,2012年2月,2017年2月
p79778,1,2012年2月,2017年2月
p79988,1,2010年2月,2015年2月
p80118,1,2008年2月,2013年2月
p80118,1,2012年5月,2017年5月
p80224,1,2012年5月,2017年5月
p80626,1,2010年5月,2015年5月
p80767,1,2009年2月,2014年2月
p80767,1,2015年2月,2020年2月
p81015,1,2008年2月,2013年2月
p81015,1,2014年5月,2019年5月
p81296,1,2010年5月,2015年5月
p81296,1,2015年5月,2020年5月
p81403,1,2008年2月,2013年2月
p81537,1,2014年5月,2019年5月
p81768,1,2015年2月,2020年2月
p8178,1,2010年2月,2015年2月
p81916,1,2014年5月,2019年5月
p82563,1,2012年5月,2017年5月
p82678,1,2015年5月,2020年5月
p83080,1,2009年5月,2014年5月
p83084,1,2008年5月,2013年5月
p83084,1,2014年2月,2019年2月
p83137,1,2010年5月,2015年5月
p8338,1,2014年2月,2019年2月
p83396,1,2009年8月,2014年8月
p83396,1,2015年5月,2020年5月
p83925,1,2011年5月,2016年5月
p84213,1,2015年5月,2020年5月
p84403,1,2010年5月,2015年5月
