"EID","TYPECODE","LAWDATE","LAWAMOUNT"
"p28146","14059692","2015年01月","560400"
"p28146","86281330","2013年12月","99900"
"p28146","103413137","2015年01月","560400"
"p28146","87828421","2014年03月","650400"
"p28146","74613343","2014年01月","20400"
"p28146","81243494","2014年01月","20400"
"p28146","102420263","2015年03月","83200"
"p28146","76948609","2013年12月","99900"
"p28146","70673296","2013年08月","348600"
"p28146","73333130","2013年09月","348600"
"p28146","86551354","2014年04月","14600"
"p28219","76735633","2014年01月","0"
"p28219","95315871","2014年07月","350000"
"p28219","84048552","2014年07月","19226600"
"p28219","84048362","2014年07月","350000"
"p28456","14051166","2014年03月","12308800"
"p28456","75080363","2013年09月","0"
"p28456","75078944","2013年03月","80000000"
"p28456","87775334","2014年03月","12308800"
"p28633","78179109","2014年01月","151200"
"p28633","86283155","2014年01月","151200"
"p28746","113229918","2014年08月","36500"
"p28842","71989656","2013年04月","1795000"
"p28968","75693044","2014年03月","122300"
"p29067","103847918","2015年07月","129000"
"p29201","78233110","2014年04月","14900"
"p29275","75037218","2014年01月","123800"
"p29275","107749192","2015年07月","59100"
"p29380","108861594","2015年08月","56000"
"p29433","73163770","2013年04月","9000"
"p29433","77654204","2012年10月","600"
"p29433","98531689","2015年01月","3600"
"p29433","103836633","2014年12月","106100"
"p29433","98551949","2014年12月","490100"
"p29433","73851907","2014年01月","36400"
"p29490","106724685","2015年08月","174200"
"p29514","77493365","2013年01月","500"
"p29756","78126900","2014年03月","25800"
"p29778","105177369","2015年03月","837100"
"p29780","106044173","2015年06月","110400"
"p29780","110119112","2015年05月","40600"
"p29780","110121396","2015年06月","110400"
"p29780","101830472","2015年05月","40600"
"p29791","101827084","2015年05月","14900"
"p30173","106738054","2015年08月","74800"
"p30189","98484687","2014年09月","55800"
"p30189","92888891","2014年09月","55800"
"p30223","14041855","2015年05月","3406100"
"p30223","101227228","2015年05月","3406100"
"p30251","87401956","2014年09月","36000"
"p30355","87788608","2014年07月","5821000"
"p30422","78118282","2013年12月","43300"
"p30422","99272533","2014年12月","135900"
"p30422","99271702","2014年10月","26900"
"p30422","113061020","2015年06月","3100"
"p30533","64021586","2013年03月","191300"
"p30559","74971368","2013年03月","67100"
"p30801","80807843","2013年09月","33200"
"p31069","72827981","2012年12月","500"
"p31069","95439848","2012年12月","500"
"p31093","102027300","2014年08月","33800"
"p31093","102027298","2014年08月","27300"
"p31093","102027296","2014年08月","32500"
"p31093","94313669","2014年09月","33800"
"p31093","100106038","2015年04月","54000"
"p31093","87640726","2014年08月","33800"
"p31093","94313675","2014年09月","32500"
"p31093","87604638","2014年09月","27300"
"p31093","87604640","2014年09月","32500"
"p31093","87640724","2014年08月","27300"
"p31093","94313677","2014年09月","12900"
"p31093","87640722","2014年08月","32500"
"p31093","94313672","2014年09月","27300"
"p31093","94313680","2014年09月","37100"
"p31093","87604646","2014年09月","37100"
"p31093","87640720","2014年08月","12900"
"p31093","87604643","2014年09月","12900"
"p31093","87640718","2014年08月","37100"
"p31093","87604634","2014年09月","33800"
"p31108","101821250","2015年05月","26800"
"p31111","105420701","2015年04月","10500"
"p31111","101007651","2015年04月","10500"
"p31138","106388750","2015年04月","6793400"
"p31138","77814941","2014年04月","13272100"
"p31138","61914150","2013年05月","12438700"
"p31138","99317153","2015年01月","1"
"p31138","100540094","2015年04月","6793400"
"p31258","106748847","2015年08月","34143600"
"p31258","98329958","2015年02月","12999500"
"p31258","113063748","2015年08月","37987800"
"p31258","95192725","2015年01月","51121400"
"p31258","101824967","2015年05月","20953300"
"p31258","104590585","2015年01月","22568300"
"p31258","106620073","2015年07月","0"
"p31258","106620064","2015年07月","0"
"p31258","113058534","2015年05月","20953300"
"p31258","105842353","2015年05月","20953300"
"p31258","104537284","2015年07月","0"
"p31258","104537291","2015年07月","0"
"p31258","106748840","2015年08月","35197500"
"p31258","106620083","2015年07月","0"
"p31258","105702722","2015年08月","37987800"
"p31258","104537288","2015年07月","0"
"p31258","99228842","2015年03月","6300000"
"p31258","95192366","2015年01月","37561000"
"p31258","95191672","2015年01月","16576000"
"p31764","77839271","2013年10月","5000"
"p31764","81381791","2013年10月","5000"
"p31764","106307134","2015年07月","900"
"p31764","104523692","2015年07月","900"
"p31764","109550213","2015年07月","900"
"p31764","87787732","2014年08月","13000"
"p31804","81235912","2014年04月","2000"
"p31804","72001402","2013年10月","7900"
"p32066","87760440","2014年04月","120000"
"p32672","103477795","2015年06月","22400"
"p32672","111675576","2015年06月","14600"
"p32672","111675586","2015年06月","24700"
"p32672","72235426","2013年10月","40100"
"p32811","69348535","2013年05月","3400"
"p32811","113309361","2015年01月","262200"
"p32811","90379339","2014年03月","20000"
"p32811","69370662","2013年08月","13900"
"p33249","14060242","2015年05月","138200"
"p33249","104865137","2015年05月","138200"
"p33249","101017867","2015年05月","138200"
"p33320","67653657","2012年09月","163200"
"p33608","113261022","2014年09月","46800"
"p33725","110670813","2015年05月","289600"
"p33725","105689932","2015年02月","861200"
"p33725","100543591","2015年04月","210900"
"p33725","105429467","2015年04月","272700"
"p33725","91578601","2014年09月","96900"
"p33725","106386008","2015年04月","17700"
"p33725","104157369","2015年01月","31000"
"p33725","101017113","2015年04月","103500"
"p33725","105689923","2015年01月","31000"
"p33725","101017823","2015年04月","17700"
"p33725","106385813","2015年04月","103500"
"p33725","106385003","2015年01月","2600"
"p33725","70865872","2013年10月","821100"
"p33725","105689948","2015年03月","111300"
"p33725","92266330","2014年09月","131400"
"p33725","104865065","2015年04月","17700"
"p33725","113057678","2015年04月","210900"
"p33725","105690157","2015年06月","210900"
"p33725","101015875","2015年04月","272700"
"p33725","101552769","2015年05月","289600"
"p33725","86570819","2014年09月","864600"
"p33725","86551609","2014年04月","861200"
"p33847","73319943","2013年07月","23000"
"p33915","44494355","2012年10月","1300"
"p33952","102276396","2015年06月","15400"
"p33952","99544506","2015年03月","15400"
"p34264","75711972","2014年03月","32300"
"p34264","80368177","2014年06月","66000"
"p34264","75711842","2014年03月","11600"
"p34363","13830387","2014年09月","1390400"
"p34363","90162961","2014年09月","1390400"
"p34420","72466344","2013年07月","3100"
"p34420","72476458","2013年01月","3100"
"p34420","72483073","2013年01月","3100"
"p34420","72475424","2013年07月","1600"
"p34472","72473028","2013年10月","101100"
"p34508","101824205","2015年05月","86000"
"p34510","102343443","2015年06月","24000"
"p34510","102343306","2015年01月","16500"
"p35245","89760350","2014年08月","163600"
"p35245","71018313","2013年11月","741100"
"p35245","85476797","2014年08月","163600"
"p35299","13941693","2014年07月","7592500"
"p35299","104892279","2014年07月","7592500"
"p35327","72386091","2013年07月","1"
"p35327","72386191","2013年06月","1"
"p35464","87778284","2014年08月","1"
"p35464","93923549","2014年08月","0"
"p35546","110096235","2015年04月","60919200"
"p35546","101902054","2015年04月","60919200"
"p35698","108798751","2015年04月","48500"
"p35698","108830438","2015年04月","52300"
"p35698","101026791","2015年04月","36600"
"p35698","93328417","2014年07月","778400"
"p35698","105752215","2015年04月","53000"
"p35698","105752233","2015年04月","36600"
"p35698","105752224","2015年04月","53000"
"p35698","101026764","2015年04月","52800"
"p35698","101026800","2015年04月","53000"
"p35698","105752248","2015年04月","52200"
"p35698","101026782","2015年04月","48500"
"p35698","101026818","2015年04月","36700"
"p35698","101026809","2015年04月","52200"
"p35698","101026773","2015年04月","53000"
"p35698","101026827","2015年04月","52300"
"p35698","93328410","2014年07月","5052300"
"p35698","76879609","2013年07月","5640700"
"p35835","61192689","2013年04月","800"
"p35889","81181686","2014年05月","18900"
"p35946","14040636","2015年01月","21325200"
"p35946","100540307","2015年04月","322808700"
"p35946","100570352","2015年01月","21325200"
"p36269","87452366","2014年07月","73300"
"p36405","69349389","2013年07月","141700"
"p36408","63828189","2013年08月","525100"
"p36422","109846064","2015年05月","10000"
"p36422","109846061","2015年05月","3000"
"p36452","95216852","2014年10月","2316100"
"p36465","98312128","2014年12月","149100"
"p36498","44333432","2012年10月","69300"
"p36516","98143910","2015年03月","0"
"p36516","68185872","2013年10月","9932900"
"p36516","68185046","2013年10月","845500"
"p36532","95229325","2014年10月","17200"
"p36532","95224792","2014年10月","14800"
"p36532","95229244","2014年10月","6100"
"p36532","94779434","2014年10月","1"
"p36942","84978889","2014年06月","24600"
"p36942","101821241","2015年05月","45000"
"p37006","14048718","2013年03月","17479800"
"p37006","77755769","2014年01月","9800"
"p37006","72008584","2013年02月","1735000"
"p37006","77755794","2014年01月","8800"
"p37006","84977655","2014年01月","9800"
"p37006","84977658","2014年01月","8800"
"p37006","84978228","2014年03月","6000"
"p37122","72211818","2012年10月","37100"
"p37122","80395682","2014年06月","17800"
"p37122","72211094","2013年01月","29600"
"p37122","82040801","2014年07月","3000"
"p37272","14100749","2015年08月","2300"
"p37272","14100748","2015年08月","4100"
"p37272","76569752","2013年09月","8100"
"p37272","14025330","2015年08月","75800"
"p37272","105700515","2015年08月","4100"
"p37272","92079486","2014年01月","7600"
"p37272","106587234","2015年08月","75800"
"p37272","105700517","2015年08月","2300"
"p37272","76562637","2014年01月","7600"
"p37346","87640787","2014年08月","10200"
"p37346","95225355","2014年09月","10200"
"p37394","77206947","2013年12月","27400"
"p37394","84100376","2013年12月","27400"
"p37603","75066121","2014年02月","129200"
"p38053","87556308","2014年09月","18409000"
"p38053","98315207","2014年09月","18409000"
"p38101","105316912","2015年08月","67200"
"p38157","113058994","2015年07月","150000"
"p38422","92708532","2014年02月","101200"
"p38563","72235496","2013年10月","41400"
"p38563","72235501","2013年10月","15100"
"p38563","89888107","2014年06月","106600"
"p38563","72235507","2013年10月","28600"
"p38563","72235503","2013年10月","16800"
"p38563","72235490","2013年10月","12700"
"p39218","73156062","2013年01月","174300"
"p39224","75078250","2012年12月","295400"
"p39457","96423079","2013年04月","8000"
"p39457","43133998","2012年10月","8100"
"p39536","105904863","2015年07月","72000"
"p39594","13935637","2015年08月","249500"
"p39594","106733807","2015年08月","249500"
"p40174","86548791","2014年07月","45000"
"p40297","96120397","2014年10月","6147500"
"p40411","13984594","2015年08月","610400"
"p40411","106587842","2015年08月","610400"
"p40411","106587906","2015年08月","610400"
"p40476","92882140","2014年10月","76900"
"p40697","72325404","2013年10月","239500"
"p41260","78280144","2014年01月","20000"
"p41260","87624473","2014年01月","20000"
"p41276","110131951","2015年07月","8100"
"p41276","107799108","2015年04月","7000"
"p41276","110116101","2015年04月","7000"
"p41276","102588091","2015年04月","7000"
"p41276","101031797","2015年04月","7000"
"p41276","99650004","2015年01月","3500"
"p41276","74772410","2012年12月","44100"
"p41370","106028810","2015年06月","407800"
"p41370","100535595","2015年04月","14500"
"p41425","103124134","2015年06月","527200"
"p41513","44015173","2012年11月","78300"
"p41604","60433129","2013年01月","9500"
"p41630","98457720","2015年02月","0"
"p41630","109326384","2015年02月","0"
"p41630","92891833","2013年12月","0"
"p41630","85246961","2013年12月","0"
"p41630","77817043","2013年12月","0"
"p41705","72442639","2012年12月","10700"
"p41705","72442642","2012年12月","10200"
"p41705","72442637","2012年12月","34500"
"p41780","105209008","2015年07月","31711600"
"p41780","106600018","2015年07月","31711600"
"p41833","15353345","2015年07月","4011200"
"p41833","99511096","2014年12月","70340900"
"p41833","105443965","2015年04月","17231800"
"p41833","100544383","2015年04月","17231800"
"p41833","104163185","2015年07月","4011200"
"p41833","101581602","2015年05月","5171600"
"p42078","101578941","2015年05月","10622900"
"p42078","88839661","2014年06月","26994400"
"p42118","107731220","2015年05月","4115700"
"p42118","106737312","2015年08月","16290000"
"p42118","99511327","2014年12月","5358600"
"p42118","98946962","2014年11月","40352700"
"p42118","104531590","2015年07月","2585500"
"p42118","106737319","2015年08月","22890600"
"p42118","106737296","2015年08月","16308700"
"p42118","101580314","2015年05月","4115700"
